$ LEGW 2011 2017-11-13 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted >=6 hours missing data filled with LWS_2011_2015_met.csv,,,,,,
CWMS paths:, LEGW.Temp-Air.Inst.0.0.USBR-RAW, LEGW.Temp-DewPoint.Inst.0.0.USBR-RAW, LEGW.Speed-Wind.Inst.0.0.USBR-RAW, LEGW.Dir-Wind.Inst.0.0.USBR-RAW, LWS.%-CloudCover.Inst.1Hour.0.METAR-COMPUTED-REV,LMNA.Pres-Air.Inst.1Hour.0.GOES-REV; fill with linTrend of LMNW
234.041670,20.53,11.61,2.03,3.82,0,742.19
234.083330,18.78,12.76,1.22,2.37,0,742.19
234.125000,21.94,11.52,3.1,2.89,0,742.69
234.166670,21.61,13.12,1.57,2.58,0,742.89
234.208330,21.22,12.28,1.51,3.74,0,742.89
234.250000,19.86,13.63,1.38,2.46,0,743.09
234.291670,23.83,13.46,2.53,3.06,0,743.29
234.333330,25.38,13.75,3,3.01,0,743.29
234.375000,28.16,12.61,0.87,3.49,0,743.39
234.416670,28.77,12.6,1.91,3.22,0,743.29
234.458330,28.88,11.98,4.37,4.32,0,743.29
234.500000,30.5,13.53,3.8,4.23,0,742.79
234.541670,31.27,11.59,4.25,3.85,0,742.79
234.583330,32.55,9.73,4.33,4.23,0,742.79
234.625000,33.16,6.43,4.88,4.25,0,742.09
234.666670,32.55,7.5,6.19,4.29,0,741.99
234.708330,31.05,7.29,5.09,4.61,0,741.99
234.750000,27,9.21,3.03,5.36,0,742.09
234.791670,26.66,6.25,2.37,5.05,0,742.99
234.833330,23.94,8.9,2.69,3.03,0,742.99
234.875000,21.66,8.21,2.39,2.72,0,744.39
234.916670,21.94,7.08,2.33,3.16,0,744.79
234.958330,21.61,8.21,2.79,3.27,0,744.79
235.000000,20.72,10.28,2.12,3.24,0,745.49
235.041670,20.93,11.42,2.81,3.4,0,745.69
235.083330,20.47,12.29,2.08,3.28,0,745.69
235.125000,19.93,12.45,1.91,2.77,0,746.29
235.166670,18.51,12.82,2.1,2.57,0,746.39
235.208330,19.32,12.88,2.71,3.21,0,746.39
235.250000,18.17,13.8,1.42,0.49,0,747.39
235.291670,22.83,14.35,0.44,1.32,0,747.59
235.333330,24.05,14.15,1.22,2.93,0,747.59
235.375000,24.77,14.72,2.37,3.88,0,747.39
235.416670,26.44,15.05,4.12,4.05,0,747.29
235.458330,27.44,14.55,2.85,4.03,0,747.29
235.500000,28.33,13.17,4.61,4.28,0,746.39
235.541670,29.61,12.61,3.75,4.54,0,746.09
235.583330,30.66,13.83,2.9,4.42,0,746.09
235.625000,31.38,7.45,2.57,4.45,0,744.99
235.666670,31.5,10.83,1.58,2.92,0,744.79
235.708330,31.11,15.06,1.1,1.29,0,744.79
235.750000,27.61,19.34,1.17,1.76,0,744.39
235.791670,23.16,16.45,2.07,1.92,0,744.49
235.833330,21.44,14.53,1.65,2.01,0,744.49
235.875000,20.7,13.68,1.94,1.99,0,744.99
235.916670,21.66,12.84,2.13,2.21,0,745.19
235.958330,22.16,12.3,2.35,2.27,0,745.19
236.000000,22.05,13.08,2.86,2.29,0,745.39
236.041670,21.77,13.39,2.94,2.78,0,745.09
236.083330,21,13.77,2.49,2.79,0,745.09
236.125000,21.01,13.87,3.44,2.86,0,745.49
236.166670,19.86,14.16,2.38,2.9,0,745.59
236.208330,19.59,14.22,2.5,2.83,0,745.59
236.250000,20.13,14.88,1.42,2.59,0,745.89
236.291670,22.88,14.61,1.68,3.03,0,745.99
236.333330,24.61,14.72,2.1,3.45,0,745.99
236.375000,26.11,14.01,2.68,3.27,0,745.59
236.416670,26.88,15.44,1.33,2.08,0,745.39
236.458330,28.94,13.29,0.91,0.82,0,745.39
236.500000,30.33,14.71,1.33,0.55,0,744.19
236.541670,30.88,14.65,1.64,0.27,0,743.89
236.583330,31,15.54,0.86,0.12,0,743.89
236.625000,31,16.27,1.05,6.21,0,742.59
236.666670,32,16.28,2.33,1.46,0,742.19
236.708330,31.27,18.79,0.66,4.17,0,742.19
236.750000,27.33,20.5,1.45,5.59,0,741.59
236.791670,27.44,17.15,1.07,4.39,0,742.09
236.833330,24.27,17.83,2.15,1.56,0,742.09
236.875000,22,18.88,0.96,2.1,2,742.39
236.916670,22.38,17.52,1.56,1.71,7.5,742.89
236.958330,20.85,17.65,1.61,0.18,7.5,742.89
237.000000,20.18,16.83,1.36,0.6,0,742.99
237.041670,19.57,16.01,1.18,1.52,0,742.69
237.083330,19.45,15.07,1.22,1.43,0,742.69
237.125000,18.51,16.37,1.46,0.58,4.4,743.19
237.166670,19.12,16.35,1.88,0.65,0,743.29
237.208330,17.9,16.03,0.93,0.68,0,743.29
237.250000,18.31,16.14,0.91,2.19,0,744.19
237.291670,22.22,18.24,0.93,1.62,0,744.39
237.333330,25.83,17.12,2.08,3.23,0,744.39
237.375000,28,13.35,0.85,0,2,744.59
237.416670,28.72,12.55,1.33,6.25,0,744.59
237.458330,30.77,12.82,0.73,0.63,0,744.59
237.500000,31.16,12.49,1.23,5.99,0,743.99
237.541670,31.38,14.86,1.9,6.1,0,743.69
237.583330,33.16,13.45,1.46,6.21,0,743.69
237.625000,33,14.33,1.53,6.1,0,742.69
237.666670,32.88,18.57,1.26,5.92,0,742.49
237.708330,32,20.11,1.09,5.89,0,742.49
237.750000,30.5,16.25,1.75,6.05,0,742.49
237.791670,24.05,20.69,1.27,1.23,0,742.79
237.833330,22.16,18.63,1.02,1.97,0,742.79
237.875000,20.08,17.68,0.98,2.01,2,743.49
237.916670,18.4,16.66,1.19,1.02,0,743.79
237.958330,17.95,16.27,1.09,0.65,0,743.79
238.000000,18.28,14.91,1.24,0.45,0,744.49
238.041670,16.48,14.71,1.01,1.24,0,744.49
238.083330,15.67,14.12,1.1,1.21,0,744.49
238.125000,15.87,13.71,1.07,0.93,0,744.79
238.166670,15.21,14.35,1.59,0.78,0,744.99
238.208330,14.13,13.28,1.12,1.15,0,744.99
238.250000,16.77,14.31,1.07,1.03,0,745.69
238.291670,19.75,15.13,0.8,0.7,0,745.69
238.333330,22.11,15.93,1.8,4.22,0,745.69
238.375000,24.77,15.78,1.24,6.13,0,745.59
238.416670,27.55,12.31,0.87,6.24,0,745.39
238.458330,29.38,12.85,0.67,5.06,0,745.39
238.500000,31.16,12.75,0.97,2.7,0,744.49
238.541670,31.5,14.85,1.39,5.49,0,743.99
238.583330,32.61,14.35,1.4,5.31,0,743.99
238.625000,33.05,17.47,1.31,5.49,0,742.99
238.666670,32.94,19.24,1.5,5.67,0,742.69
238.708330,31.83,21.42,1.36,5.71,0,742.69
238.750000,29.16,19.03,1.87,6.04,0,742.49
238.791670,25.72,18.02,1.38,1.09,0,742.79
238.833330,23.83,18.23,1.19,3.38,0,742.79
238.875000,21.22,17.57,1.1,1.75,0,743.49
238.916670,19.68,16.73,1.34,1.13,0,743.59
238.958330,18.9,16.63,1.05,1.25,0,743.59
239.000000,19.57,15.25,1.08,0.58,0,744.39
239.041670,18.37,15.13,1.52,0.66,0,744.69
239.083330,16.96,15.03,1.1,0.99,0,744.69
239.125000,17.77,14.37,1.6,1.61,0,744.99
239.166670,18.58,13.94,1.2,2.04,0,745.29
239.208330,16.76,14.25,1.83,0.94,0,745.29
239.250000,17.31,14.98,1.23,0.49,0,745.89
239.291670,22.72,15.18,1.42,2.91,0,746.29
239.333330,25.88,15.73,2.01,3,0,746.29
239.375000,26.72,16.14,1.34,2.45,0,746.09
239.416670,28.83,14.9,1.13,1.38,0,745.99
239.458330,30,14.23,1.31,0.1,0,745.99
239.500000,30.83,16.38,1.58,5.98,0,745.29
239.541670,32.27,15,1.27,5.55,0,744.89
239.583330,33.33,17.77,1.43,5.8,0,744.89
239.625000,33.83,16.6,1.09,5.4,0,743.89
239.666670,33.66,18.25,1.27,5.84,0,743.49
239.708330,34.05,19.73,0.74,6.03,0,743.49
239.750000,33.11,14.87,0.29,1.13,0,742.99
239.791670,25.38,20.7,1.27,1.87,0,743.29
239.833330,22.27,18.72,1.2,1.38,0,743.29
239.875000,21.55,17.8,1.09,1.6,0,743.89
239.916670,19.96,17.23,1.18,1.78,0,744.09
239.958330,18.9,16.21,1.18,0.99,0,744.09
240.000000,17.88,15.92,1.92,0.81,0,744.89
240.041670,19.17,15.7,0.96,3.58,0,744.59
240.083330,18.78,14.75,1.3,0.44,0,744.59
240.125000,18.1,15.87,0.8,2.61,0,744.69
240.166670,17.9,14.67,1.29,1.61,0,744.79
240.208330,17.09,14.9,1.14,2.36,0,744.79
240.250000,16.96,14.82,1.05,1.45,0,745.09
240.291670,20.61,15.76,0.83,4.37,0,745.19
240.333330,22.55,16,0.97,4.49,0,745.19
240.375000,25.05,14.12,1.43,5.69,0,744.79
240.416670,25.94,14.51,2.01,5.59,0,744.19
240.458330,26.83,15.76,3.2,5.61,0,744.19
240.500000,28.55,15.03,2.5,5.78,0,742.69
240.541670,30.38,16.58,2.31,5.76,0,741.89
240.583330,32.55,16.78,1.52,5.69,0,741.89
240.625000,32.22,18.1,1.9,5.92,0,740.49
240.666670,34.55,17.3,0.78,5.6,0,740.09
240.708330,28.61,21.21,0.83,0.74,0,740.09
240.750000,27.94,18.98,0.6,4.14,0,739.49
240.791670,24.05,18.02,1.43,2,0,739.79
240.833330,27.5,12.09,4.1,5.05,0,739.79
240.875000,28.33,10.23,1.91,3.07,0,740.99
240.916670,23.55,15.3,3.43,4.03,2,741.89
240.958330,23.88,14.07,3.57,2.8,2,741.89
241.000000,23.5,13.65,1.65,1.51,4.4,741.99
241.041670,24.11,12.17,3.29,2.7,0,741.89
241.083330,22.27,13.06,3.25,3.53,0,741.89
241.125000,21.55,12.92,4.47,3.04,0,741.29
241.166670,20.92,12.61,3.73,2.98,0,742.29
241.208330,21.94,11.81,2.82,4.11,0,742.29
241.250000,21.5,10.77,2.95,3.15,0,742.59
241.291670,22,11.88,4.22,3.07,0,742.89
241.333330,23.72,12.89,3.38,3.48,0,742.89
241.375000,24.38,13.71,5.14,3.29,0,742.89
241.416670,26.11,14.43,4.22,3.2,0,742.79
241.458330,27.38,13.11,4.23,3.14,0,742.79
241.500000,29,13.85,4.07,3.13,0,742.19
241.541670,30.11,9.33,2.74,3.67,0,741.79
241.583330,31.05,13.16,3.36,3.25,0,741.79
241.625000,31.33,12.41,2.78,3.18,0,740.89
241.666670,31.94,11.43,2.14,4.04,0,740.49
241.708330,30.72,14.41,1.46,3.82,0,740.49
241.750000,28.38,13.58,1.38,3.22,0,739.89
241.791670,24.55,12.5,2.51,2.66,0,739.89
241.833330,23.38,10.22,1.86,3.54,0,739.89
241.875000,21.94,11.38,1.19,3.9,0,740.89
241.916670,19.3,10.38,2.02,2.57,0,740.99
241.958330,19.16,11.18,3.74,2.91,0,740.99
242.000000,18.17,11.03,3.58,2.98,0,741.99
242.041670,17.36,11.88,3.62,2.91,0,742.19
242.083330,16.08,11.22,1.78,3.4,0,742.19
242.125000,15.61,11.72,2.93,2.75,0,743.09
242.166670,16.03,11.81,3.38,3.1,0,743.19
242.208330,15.49,11.95,2.96,3.07,0,743.19
242.250000,15.76,11.93,3.25,3.04,0,743.59
242.291670,17.92,12.07,2.59,3.29,0,743.79
242.333330,19.41,11.56,2.87,3.45,0,743.79
242.375000,20.69,11.55,3.28,4.19,0,743.39
242.416670,22.16,10.49,2.65,4.58,0,743.39
242.458330,24.33,9.88,1.97,3.69,0,743.39
242.500000,25,9.48,2.32,3.93,0,742.69
242.541670,25.83,10.61,2.73,3.66,0,742.19
242.583330,25.83,11,3.08,3.01,0,742.19
242.625000,26.5,9.77,2.63,2.52,0,740.99
242.666670,25.16,10.12,3.68,2.98,0,740.69
242.708330,24.88,9.59,2.7,2.94,0,740.69
242.750000,23.83,10.23,1.68,3.2,0,740.39
242.791670,20.98,10.37,2.17,2.71,0,740.59
242.833330,19.77,9.8,2.58,3.45,0,740.59
242.875000,17.22,10.51,1.18,1.03,0,741.19
242.916670,16.41,9.26,2.74,2.89,0,741.59
242.958330,15.54,8.96,4.58,3.12,0,741.59
243.000000,15.15,8.89,3.75,3.22,0,742.19
243.041670,14.27,9.34,2.63,3.09,0,742.29
243.083330,13.53,8.55,2.29,3.16,0,742.29
243.125000,13.2,8.11,2.72,3.11,0,742.69
243.166670,12.93,7.99,3.31,3.08,0,742.89
243.208330,12.87,7.76,3.08,3.07,0,742.89
243.250000,13.01,7.46,2.81,3.17,0,743.39
243.291670,14.49,7,3.35,3.75,0,743.79
243.333330,15.91,6.68,4.65,3.5,0,743.79
243.375000,18.15,6.93,4.83,3.83,10,743.69
243.416670,19.21,6.75,4.37,3.66,7.5,743.89
243.458330,20.62,6.04,3.95,4.04,7.5,743.89
243.500000,22,5.68,3.29,3.79,0,743.39
243.541670,22.38,7.32,3.04,4,0,743.29
243.583330,23.11,6.6,3.04,3.6,0,743.29
243.625000,23.88,6.85,3.56,3.78,0,743.39
243.666670,23.5,6.5,4.07,3.89,0,743.39
243.708330,22.33,7.01,3.86,3.79,0,743.39
243.750000,20.58,7.71,3.18,4.14,7.5,744.09
243.791670,18.7,7.75,1.51,3.97,7.5,744.69
243.833330,16.48,10.29,1.65,2.81,7.5,744.69
243.875000,16.02,9.24,1.5,3.04,0,745.69
243.916670,14.34,8.87,2.2,2.86,0,746.19
243.958330,13.67,9.2,1.8,2.45,0,746.19
244.000000,12.6,9.4,1.67,2.58,10,747.09
244.041670,12.4,9.01,2.07,2.79,10,747.59
244.083330,12.4,8.66,3.14,2.88,10,747.59
244.125000,11.6,8.56,2.13,2.55,4.4,748.49
244.166670,11.73,8.12,2.77,2.8,2,748.79
244.208330,11.73,7.78,2.79,2.91,2,748.79
244.250000,12.15,8.07,2.66,2.85,0,749.79
244.291670,14.51,8.47,2.71,2.74,0,750.19
244.333330,17.22,8.36,2.27,3.11,0,750.19
244.375000,18.68,9.33,2.84,3.03,0,750.69
244.416670,19.89,8.83,2.89,3.05,0,750.69
244.458330,21.88,8.54,1.67,3.34,0,750.69
244.500000,23.44,7.34,2.15,4,0,750.09
244.541670,24.27,5.93,1.5,4.58,0,749.59
244.583330,24.88,7.98,1.77,3.19,0,749.59
244.625000,24.44,5.97,2.16,3.25,0,748.49
244.666670,24.88,7.02,2.34,2.91,0,748.19
244.708330,25.16,6.4,2.07,4.27,0,748.19
244.750000,22.33,10.7,1.22,2.92,0,747.29
244.791670,17.21,11.7,1.71,2.03,0,747.19
244.833330,16.48,9.79,1.41,2.06,0,747.19
244.875000,15.27,8.95,2.36,1.91,0,746.79
244.916670,15.76,8.01,0.8,2,0,746.69
244.958330,15.22,7.5,0.98,2.51,0,746.69
245.000000,13,9.05,1.49,2.03,0,746.79
245.041670,13.48,8.53,1.33,1.92,0,747.09
245.083330,12.6,8.87,1.28,2.02,0,747.09
245.125000,13.21,8.82,0.97,1.11,0,747.59
245.166670,12.07,8.89,1.51,2.1,0,748.09
245.208330,12.95,8.78,1.76,2.04,0,748.09
245.250000,14.71,8.19,1.38,1.79,0,749.19
245.291670,16.2,10.03,1.81,3.94,0,749.99
245.333330,18.69,9.88,1.1,4.81,0,749.99
245.375000,20.03,8.95,2.06,5.89,0,750.39
245.416670,21.38,8.37,2.27,5.83,0,750.49
245.458330,22.72,6.37,1.74,6.07,0,750.49
245.500000,23.83,4.26,1.64,5.44,0,750.19
245.541670,23.77,7.55,2.17,5.73,0,750.09
245.583330,25.38,4.88,1.8,5.82,0,750.09
245.625000,25.11,7.79,1.72,5.78,0,749.79
245.666670,24.44,9.11,2.44,5.92,0,749.79
245.708330,22.94,9.14,2.12,5.86,0,749.79
245.750000,21.16,8.87,1.61,6.07,0,749.59
245.791670,15.72,11.1,1.35,1.05,0,749.99
245.833330,13.71,9.98,1.52,1.06,0,749.99
245.875000,13.38,7.98,1.43,0.95,0,750.69
245.916670,13.26,7.95,0.79,2.96,0,751.09
245.958330,11.38,6.17,0.79,1.35,0,751.09
246.000000,9.9,7.16,0.94,1.11,0,751.49
246.041670,8.61,6.64,0.76,1.22,0,751.59
246.083330,7.61,6.4,1.17,0.9,0,751.59
246.125000,7.88,6.12,0.69,0.73,0,751.89
246.166670,6.94,5.45,0.65,5.83,0,751.89
246.208330,7.29,5.12,0.45,0.79,0,751.89
246.250000,8.1,4.33,1.03,5.19,0,752.29
246.291670,10.47,6.67,1.25,5.1,0,752.29
246.333330,13.11,6.12,1.41,5.23,0,752.29
246.375000,17.01,6.26,2.42,5.76,0,752.09
246.416670,19.3,7.51,2.98,5.54,0,751.69
246.458330,21.33,6.34,2.83,5.6,0,751.69
246.500000,23,7.42,3.14,5.55,0,750.49
246.541670,23.83,11.19,3.23,5.79,0,749.89
246.583330,25,9.23,2.8,5.66,0,749.89
246.625000,25.77,9.36,2.26,5.46,0,748.49
246.666670,25.61,11.97,2.39,5.59,0,748.09
246.708330,23.94,11.8,2.31,5.76,0,748.09
246.750000,21.55,11.01,1.96,5.68,0,747.29
246.791670,19.91,9.34,1.29,0.88,0,747.39
246.833330,15.4,10.13,1.83,0.85,0,747.39
246.875000,15.55,10.15,1.53,4.92,0,747.59
246.916670,14.2,8.05,1.72,5.56,0,747.49
246.958330,10.71,8.87,0.81,1.63,0,747.49
247.000000,8.88,7.73,1.29,0.8,0,747.29
247.041670,8.69,7.35,0.77,1.98,0,747.19
247.083330,7.21,5.96,0.65,0.6,0,747.19
247.125000,7.41,5.48,1.03,1.19,0,747.09
247.166670,6.07,5.35,1.12,1.17,0,747.19
247.208330,5.8,5.1,0.94,1.37,0,747.19
247.250000,7.7,6.61,0.87,1.06,0,747.49
247.291670,12.77,8.73,0.42,1.04,0,747.39
247.333330,13.45,7,0.72,5.83,0,747.39
247.375000,16.27,7.76,0.69,5.56,0,747.09
247.416670,18.76,6.33,1.24,6.23,0,746.69
247.458330,21.83,5.73,1.13,5.8,0,746.69
247.500000,23.61,10.49,1.17,5.56,0,745.29
247.541670,24.38,9.62,1.94,5.11,0,744.59
247.583330,26.05,10.57,1.77,5.38,0,744.59
247.625000,27,13.63,1.84,5.47,0,743.39
247.666670,27.94,14.95,1.27,5.27,0,742.89
247.708330,26.72,12.75,1.35,5.14,0,742.89
247.750000,23.44,15.7,0.75,2.69,0,742.29
247.791670,18.61,14.05,1.23,1.74,0,742.49
247.833330,16.67,12.1,1.1,1.5,0,742.49
247.875000,13.98,12.61,1.28,0.97,0,742.99
247.916670,14.07,11.1,1.23,1.85,0,743.19
247.958330,12.85,10.98,1.36,1.21,0,743.19
248.000000,12.67,10.04,1.12,1.15,0,743.59
248.041670,11.05,9.75,1.16,1.11,7.5,743.59
248.083330,9.97,9.06,0.93,1.19,7.5,743.59
248.125000,9.71,8.47,0.98,1.65,0,743.89
248.166670,9.37,8.43,1.14,1.19,0,744.19
248.208330,9.91,8.25,1.43,0.89,0,744.19
248.250000,10.72,8.72,1.7,0.6,0,744.79
248.291670,13.3,9.31,2.03,0.8,0,744.89
248.333330,18.1,10.01,1.66,0.61,0,744.89
248.375000,20.79,8.13,0.78,5.22,0,744.59
248.416670,23.72,11.32,0.98,6.25,0,744.69
248.458330,25.66,10.83,1.52,5.86,0,744.69
248.500000,27.27,11.19,1.15,5.73,0,743.59
248.541670,28.83,9.6,1.18,6.22,0,743.49
248.583330,29.5,12.04,1.43,0.02,0,743.49
248.625000,31.16,10.63,1.1,0.72,0,742.99
248.666670,30.61,16.58,0.9,5.94,0,742.89
248.708330,30.72,13.13,0.39,0.66,0,742.89
248.750000,25.27,20.59,1.04,1.95,0,743.09
248.791670,20.54,17.75,1.01,1.93,0,743.59
248.833330,18.67,14.01,0.94,1.85,0,743.59
248.875000,17.07,13.79,1.38,0.99,0,744.89
248.916670,16.41,12.78,1.92,0.72,0,745.29
248.958330,14.26,12.31,1.51,1.2,0,745.29
249.000000,13.53,11.84,0.79,1.1,0,746.39
249.041670,13.12,11.17,1.11,1.81,0,746.79
249.083330,12.12,10.65,0.93,1.82,0,746.79
249.125000,12.26,10.4,2.13,0.78,0,747.69
249.166670,11.72,9.6,1.7,0.76,0,748.09
249.208330,11.38,9.86,1.05,1.04,0,748.09
249.250000,11.32,9.5,1.14,0.97,0,748.89
249.291670,14.65,11.03,0.76,1.56,0,749.49
249.333330,18.15,11.37,1.14,0.99,0,749.49
249.375000,22,10.89,0.64,0.78,0,749.89
249.416670,24,7.56,0.92,5.74,0,749.79
249.458330,26,10.63,0.85,5.71,0,749.79
249.500000,27.83,8.64,1.03,5.91,0,748.99
249.541670,29.22,10.65,1.11,5.93,0,748.49
249.583330,29.88,12.62,1.52,5.43,0,748.49
249.625000,30.16,17.31,1.68,5.58,0,747.69
249.666670,29.11,17.27,1.58,5.55,0,747.59
249.708330,27.61,17.17,1.51,5.51,0,747.59
249.750000,25.94,15.82,0.45,5.45,0,747.39
249.791670,19.47,17.61,1.02,1.97,0,747.79
249.833330,17.4,14.82,1.32,1.25,0,747.79
249.875000,16.26,13.25,1.38,1.2,0,748.49
249.916670,14.72,12.51,1,1.53,0,748.79
249.958330,14.13,12.06,1.13,1.88,0,748.79
250.000000,13.8,10.67,0.61,0.99,0,749.39
250.041670,12.04,10.85,1.14,1,0,749.39
250.083330,11.92,10.92,0.48,1.45,0,749.39
250.125000,11.65,9.42,1.27,1.31,0,749.69
250.166670,10.71,9.25,0.73,1.88,0,749.79
250.208330,11.05,9.59,0.73,1.55,0,749.79
250.250000,9.71,8.95,0.86,1.02,0,750.69
250.291670,13.97,10.82,1.12,1.13,0,750.89
250.333330,15.86,10.41,1.38,5.2,0,750.89
250.375000,18.55,8.84,1.31,5.36,0,750.69
250.416670,21.5,7.67,0.88,5.5,0,750.29
250.458330,24.83,8.46,1.39,5.16,0,750.29
250.500000,26.5,12.09,2.01,5.52,0,748.79
250.541670,28.16,12.77,2.34,5.52,0,748.29
250.583330,29.33,16.46,2.4,5.68,0,748.29
250.625000,30.5,17.38,2.14,5.43,0,747.19
250.666670,30,16.69,2.49,5.27,0,746.79
250.708330,28.11,16.59,2.18,5.49,0,746.79
250.750000,26.33,15.85,1.74,0.63,0,746.49
250.791670,22,17,0.84,2.15,0,746.79
250.833330,19.9,15.22,1,1.89,0,746.79
250.875000,17.21,15.52,0.84,1.41,0,747.39
250.916670,16.48,14.56,1.12,0.14,0,747.59
250.958330,16.56,13.99,0.95,2.35,0,747.59
251.000000,15.08,13.48,0.86,1.49,0,748.09
251.041670,13.8,12.81,1.24,0.9,0,748.39
251.083330,13.66,12.16,0.47,0.89,0,748.39
251.125000,12.67,11.63,1.31,0.96,0,748.59
251.166670,12.6,11.17,0.68,1.18,0,748.89
251.208330,11.58,10.68,1.29,0.85,0,748.89
251.250000,12.06,11.08,0.73,1.16,0,749.69
251.291670,14.43,12.6,0.44,0.89,0,749.79
251.333330,16.86,12.77,1.14,0.08,0,749.79
251.375000,19.56,12.37,1.33,5.75,0,749.89
251.416670,22.44,11.56,2.41,5.19,0,749.59
251.458330,25.11,11.48,2.2,5.95,0,749.59
251.500000,27.16,13.28,2.74,5.91,0,748.89
251.541670,27.22,17.1,1.4,5.51,0,748.59
251.583330,30.83,12.75,1.16,4.37,0,748.59
251.625000,26.72,16.23,1,3.02,0,748.09
251.666670,26.72,12.48,1.41,2.87,0,747.89
251.708330,26.16,16.02,1.47,2.39,0,747.89
251.750000,22.77,16.84,1.31,1.94,0,747.79
251.791670,20.99,14.11,1.34,2.07,0,748.29
251.833330,19.64,15.58,0.79,1.34,0,748.29
251.875000,19.05,15.85,1.26,0.45,0,749.09
251.916670,19.46,14.32,1.24,1.76,0,749.09
251.958330,17.5,14.9,0.61,1.05,0,749.09
252.000000,16.43,13.24,1.39,0.63,0,749.29
252.041670,15.08,13.07,1.2,1.09,0,749.29
252.083330,15.22,11.27,1.1,1.37,0,749.29
252.125000,14.41,11.54,2.26,0.67,0,749.69
252.166670,14.49,10.51,1.24,1.33,0,749.89
252.208330,13.21,10.58,1.32,0.95,0,749.89
252.250000,13.27,11.11,1.21,1.21,0,750.39
252.291670,16.92,11.55,0.98,0.79,0,750.59
252.333330,20.37,10.18,0.95,0.58,0,750.59
252.375000,22.66,12.98,1.15,6.03,0,750.39
252.416670,26.22,12.07,0.82,6.1,0,749.79
252.458330,26.88,14.57,1.66,6.12,0,749.79
252.500000,27.88,13.12,1.97,5.68,0,748.39
252.541670,28.94,15.74,1.81,5.64,0,747.69
252.583330,30.61,12.65,1.39,5.9,0,747.69
252.625000,31.44,15.85,1.41,5.93,0,746.29
252.666670,30.94,18.87,1.22,5.7,0,745.69
252.708330,31.61,12.12,0.89,6.07,0,745.69
252.750000,28.55,13.96,1.48,4.43,0,745.39
252.791670,21.33,17.34,1.47,1.79,0,745.69
252.833330,18.47,16.45,1.07,1.09,0,745.69
252.875000,17.47,14.3,1.43,1.29,0,745.89
252.916670,17.22,14.2,0.68,0.95,0,745.99
252.958330,15.33,13.76,1.16,1.22,0,745.99
253.000000,15.07,12.93,1.23,1.45,0,746.39
253.041670,14.95,12.23,1.11,1.46,0,746.09
253.083330,13.6,12.02,0.68,1.04,0,746.09
253.125000,12.98,11.68,1.01,1.61,0,745.99
253.166670,12.33,11.3,0.8,0.92,0,746.19
253.208330,11.79,10.75,1.19,1.11,0,746.19
253.250000,11.92,10.88,1.01,1,0,746.39
253.291670,14.49,12.41,0.64,1.16,0,746.69
253.333330,16.79,13.48,1.07,0.01,0,746.69
253.375000,19.22,11.31,1.29,6.04,0,746.49
253.416670,21.38,8.89,1.11,0.1,0,746.09
253.458330,23.72,11.02,1.47,5.69,0,746.09
253.500000,25.88,12.78,2.06,5.93,0,744.99
253.541670,27.83,10.82,1.47,5.95,0,744.39
253.583330,30.05,10.25,1.44,4.64,0,744.39
253.625000,30.83,13.02,1.18,2.86,0,742.99
253.666670,31,14.83,1.13,4.25,0,742.59
253.708330,29.77,14,1.02,4.07,0,742.59
253.750000,24.05,19.6,1.32,2.16,0,742.29
253.791670,21.55,16.01,1.4,2.11,0,742.49
253.833330,20.37,14.32,1.25,1.57,0,742.49
253.875000,18.76,14.78,1.88,0.71,0,742.99
253.916670,17.29,14.42,1.11,0.86,0,743.09
253.958330,16.55,13.75,0.95,1.14,0,743.09
254.000000,15.55,13.33,1.21,1.16,0,743.29
254.041670,14.54,12.99,1.13,1.07,0,743.19
254.083330,14.61,12.33,1.02,1.03,0,743.19
254.125000,13.93,12.15,0.91,1.25,0,743.49
254.166670,12.4,11.63,1.08,0.98,0,743.69
254.208330,12.26,11.41,0.94,1.15,0,743.69
254.250000,12.4,11.17,0.94,1.27,0,744.09
254.291670,15.98,11.5,0.8,1.2,0,744.29
254.333330,19.83,13.67,0.38,1.37,0,744.29
254.375000,22.22,13.52,1.06,2.91,0,744.19
254.416670,24.22,14.77,0.94,5.92,0,743.99
254.458330,26.61,14.82,1.61,5.56,0,743.99
254.500000,27.83,13.58,1.75,5.83,0,742.99
254.541670,28.94,15,1.79,5.47,0,742.59
254.583330,30.33,16.24,1.52,5.36,0,742.59
254.625000,32.44,10.82,1.05,4.7,0,741.49
254.666670,32.16,14.21,1.23,3.65,0,741.29
254.708330,31.38,12.32,1.06,3.5,0,741.29
254.750000,24.77,20.6,0.99,1.9,0,741.29
254.791670,22.11,15.69,1.8,2.02,0,741.69
254.833330,19.68,16.04,2.05,0.5,0,741.69
254.875000,17.95,15.67,1.18,1.18,0,742.39
254.916670,17.62,15,0.87,1.05,0,742.59
254.958330,15.94,14.25,1.15,1.12,0,742.59
255.000000,15.41,13.98,0.87,1.81,0,743.39
255.041670,15.82,13.06,1.85,0.87,0,743.59
255.083330,15.76,11.4,1.48,0.47,0,743.59
255.125000,14.34,11.6,1.98,0.82,0,744.49
255.166670,14.88,10.58,1.79,0.74,0,744.89
255.208330,17.93,10.31,1.66,1.5,0,744.89
255.250000,17.13,11.79,1.44,1.86,0,745.59
