$LMN.Elev-Tailwater.Ave.~1Day.1Day.CBT-REV [ft NAVD88],,
CY 2011-2015,,12/31/2010
42084,442.3835,
42085,442.2935,
42086,442.1035,
42087,442.4835,
42088,442.4735,
42089,442.6635,
42090,443.0235,
42091,443.3935,
42092,443.4835,
42093,442.8835,
42094,442.9735,
42095,443.1035,
42096,443.3035,
42097,443.1835,
42098,441.8435,
42099,441.7835,
42100,441.7135,
42101,441.3935,
42102,441.5235,
42103,441.4435,
42104,441.4335,
42105,441.3435,
42106,441.2635,
42107,441.2835,
42108,441.2235,
42109,441.4635,
42110,441.3035,
42111,441.2235,
42112,441.2935,
42113,441.3735,
42114,441.4235,
42115,441.4935,
42116,441.3035,
42117,441.6335,
42118,441.8735,
42119,441.7435,
42120,441.7135,
42121,441.6435,
42122,441.3935,
42123,441.7235,
42124,441.4435,
42125,441.7235,
42126,441.5935,
42127,441.7635,
42128,441.7235,
42129,441.8535,
42130,442.0535,
42131,442.1635,
42132,442.1635,
42133,442.0035,
42134,441.6735,
42135,441.7935,
42136,441.7035,
42137,441.7535,
42138,441.7335,
42139,441.8335,
42140,441.7935,
42141,441.9035,
42142,442.3135,
42143,442.2335,
42144,442.0235,
42145,442.0435,
42146,442.0235,
42147,442.1535,
42148,442.0335,
42149,442.2135,
42150,442.1835,
42151,442.1335,
42152,442.0135,
42153,442.1335,
42154,441.9835,
42155,441.8735,
42156,441.9135,
42157,442.0735,
42158,442.1835,
42159,442.0735,
42160,442.1835,
42161,441.7235,
42162,441.5435,
42163,441.6935,
42164,441.6935,
42165,441.7035,
42166,441.5735,
42167,441.6935,
42168,441.6035,
42169,441.4935,
42170,441.2435,
42171,441.3635,
42172,441.5535,
42173,441.5835,
42174,441.4935,
42175,441.5735,
42176,441.5335,
42177,441.5135,
42178,441.4435,
42179,441.5335,
42180,441.6335,
42181,441.5535,
42182,441.4335,
42183,441.4735,
42184,441.3835,
42185,441.5235,
42186,441.4535,
42187,441.6435,
42188,441.4735,
42189,441.4535,
42190,441.4135,
42191,441.3635,
42192,441.5635,
42193,441.4235,
42194,441.4635,
42195,441.4635,
42196,441.7035,
42197,441.6135,
42198,441.4535,
42199,441.4935,
42200,441.3635,
42201,441.4435,
42202,441.6335,
42203,441.5335,
42204,441.6335,
42205,441.6135,
42206,441.5035,
42207,441.6435,
42208,441.6635,
42209,441.6135,
42210,441.3835,
42211,441.4635,
42212,441.6935,
42213,441.6235,
42214,441.6435,
42215,441.5535,
42216,441.5835,
42217,441.6135,
42218,441.4335,
42219,441.4135,
42220,441.5735,
42221,441.5735,
42222,441.5335,
42223,441.4435,
42224,441.5335,
42225,441.5435,
42226,441.4735,
42227,441.6335,
42228,441.9635,
42229,441.9135,
42230,441.9035,
42231,442.1435,
42232,442.0435,
42233,441.8935,
42234,441.8535,
42235,441.8935,
42236,442.1235,
42237,441.9535,
42238,442.0435,
42239,442.0135,
42240,441.9335,
42241,442.0435,
42242,442.0735,
42243,442.0335,
42244,441.9535,
42245,441.9835,
42246,442.0335,
42247,442.1135,
42248,442.0435,
42249,441.9835,
42250,442.1735,
42251,442.1335,
42252,442.1835,
42253,442.4035,
42254,442.5135,
42255,442.4235,
42256,442.2535,
42257,442.1035,
42258,441.8935,
42259,441.9835,
42260,442.0935,
42261,442.0935,
42262,441.9835,
42263,442.1135,
42264,442.1135,
42265,442.2135,
42266,442.3135,
42267,442.0435,
42268,442.1535,
42269,442.2135,
42270,442.1435,
42271,442.3035,
42272,442.4435,
42273,442.3635,
42274,442.3435,
42275,442.3635,
42276,442.6335,
42277,442.5335,
42278,442.3335,
42279,442.2935,
42280,442.3935,
42281,442.3635,
42282,442.2535,
42283,442.1935,
42284,442.3535,
42285,442.2335,
42286,442.2935,
42287,442.4035,
42288,442.4335,
42289,442.2035,
42290,442.2835,
42291,442.4035,
42292,442.6435,
42293,442.3735,
42294,442.4535,
42295,442.4935,
42296,442.5235,
42297,442.4335,
42298,442.3435,
42299,442.4435,
42300,442.4535,
42301,442.2735,
42302,442.5335,
42303,442.4835,
42304,442.6735,
42305,442.5135,
42306,442.4635,
42307,442.4235,
42308,442.5935,
42309,442.3435,
42310,442.5935,
42311,442.5435,
42312,442.4335,
42313,442.4135,
42314,442.1635,
42315,442.3435,
42316,442.5135,
42317,442.4435,
42318,442.4035,
42319,442.3635,
42320,442.4235,
42321,442.2935,
42322,442.3535,
42323,442.5835,
42324,442.4635,
42325,442.5835,
42326,442.6635,
42327,442.5135,
42328,442.4635,
42329,442.4035,
42330,442.4535,
42331,442.5035,
42332,442.2335,
42333,442.1035,
42334,442.2935,
42335,442.4135,
42336,442.4235,
42337,442.5635,
42338,442.4835,
42339,442.1335,
42340,442.0735,
42341,442.0835,
42342,442.0735,
42343,442.2935,
42344,442.4535,
42345,442.4735,
42346,442.5135,
42347,442.5135,
42348,442.6335,
42349,442.6335,
42350,442.4835,
42351,442.4835,
42352,442.5435,
42353,442.5235,
42354,442.2935,
42355,442.5435,
42356,442.4535,
42357,442.2735,
42358,442.2635,
42359,442.4635,
42360,442.6135,
42361,442.4735,
42362,442.4735,
42363,442.4735,
42364,442.6435,
42365,442.6235,
42366,442.6035,
42367,442.5335,
42368,442.4635,
42369,442.4435,
42370,442.5235,
