                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
 41884.999,   1,  0.65719798E+12,   0.00000000E+00,  -0.68714016E+12,   0.00000000E+00,   0.00000000E+00,   0.22707079E+11,   0.72378970E+10,   0.00000000E+00,  -0.81925203E-05,
 41885.999,   1,  0.65744396E+12,   0.00000000E+00,  -0.68739569E+12,   0.00000000E+00,   0.00000000E+00,   0.22720222E+11,   0.72396098E+10,   0.00000000E+00,  -0.27290048E-05,
 41887.000,   1,  0.65770794E+12,   0.00000000E+00,  -0.68766900E+12,   0.00000000E+00,   0.00000000E+00,   0.22733469E+11,   0.72414448E+10,   0.00000000E+00,  -0.16067103E-05,
 41888.000,   1,  0.65796926E+12,   0.00000000E+00,  -0.68794274E+12,   0.00000000E+00,   0.00000000E+00,   0.22744698E+11,   0.72433163E+10,   0.00000000E+00,  -0.15625672E-05,
 41888.999,   1,  0.65822385E+12,   0.00000000E+00,  -0.68820809E+12,   0.00000000E+00,   0.00000000E+00,   0.22751966E+11,   0.72449557E+10,   0.00000000E+00,  -0.17946794E-05,
 41889.998,   1,  0.65845535E+12,   0.00000000E+00,  -0.68844450E+12,   0.00000000E+00,   0.00000000E+00,   0.22752900E+11,   0.72463503E+10,   0.00000000E+00,  -0.23020969E-05,
 41891.000,   1,  0.65864345E+12,   0.00000000E+00,  -0.68863772E+12,   0.00000000E+00,   0.00000000E+00,   0.22754294E+11,   0.72477326E+10,   0.00000000E+00,  -0.30671552E-05,
 41891.997,   1,  0.65881585E+12,   0.00000000E+00,  -0.68881999E+12,   0.00000000E+00,   0.00000000E+00,   0.22762263E+11,   0.72492983E+10,   0.00000000E+00,  -0.31659282E-05,
 41892.998,   1,  0.65900003E+12,   0.00000000E+00,  -0.68901303E+12,   0.00000000E+00,   0.00000000E+00,   0.22769228E+11,   0.72509740E+10,   0.00000000E+00,  -0.32253642E-05,
 41893.998,   1,  0.65920115E+12,   0.00000000E+00,  -0.68921992E+12,   0.00000000E+00,   0.00000000E+00,   0.22776429E+11,   0.72526131E+10,   0.00000000E+00,  -0.23196753E-05,
 41895.000,   1,  0.65941105E+12,   0.00000000E+00,  -0.68944355E+12,   0.00000000E+00,   0.00000000E+00,   0.22789595E+11,   0.72542400E+10,   0.00000000E+00,  -0.20800435E-05,
 41895.999,   1,  0.65964374E+12,   0.00000000E+00,  -0.68969264E+12,   0.00000000E+00,   0.00000000E+00,   0.22807190E+11,   0.72558790E+10,   0.00000000E+00,  -0.16856896E-05,
 41896.998,   1,  0.65987429E+12,   0.00000000E+00,  -0.68993274E+12,   0.00000000E+00,   0.00000000E+00,   0.22815826E+11,   0.72575180E+10,   0.00000000E+00,  -0.15965333E-05,
 41897.998,   1,  0.66008407E+12,   0.00000000E+00,  -0.69015849E+12,   0.00000000E+00,   0.00000000E+00,   0.22824377E+11,   0.72591936E+10,   0.00000000E+00,  -0.25573948E-05,
 41898.999,   1,  0.66029641E+12,   0.00000000E+00,  -0.69038595E+12,   0.00000000E+00,   0.00000000E+00,   0.22836547E+11,   0.72610039E+10,   0.00000000E+00,  -0.29006207E-05,
 41899.999,   1,  0.66051731E+12,   0.00000000E+00,  -0.69062050E+12,   0.00000000E+00,   0.00000000E+00,   0.22850300E+11,   0.72629125E+10,   0.00000000E+00,  -0.23858288E-05,
 41900.998,   1,  0.66073878E+12,   0.00000000E+00,  -0.69085311E+12,   0.00000000E+00,   0.00000000E+00,   0.22859187E+11,   0.72648086E+10,   0.00000000E+00,  -0.24481730E-05,
 41901.998,   1,  0.66096452E+12,   0.00000000E+00,  -0.69108260E+12,   0.00000000E+00,   0.00000000E+00,   0.22860981E+11,   0.72666800E+10,   0.00000000E+00,  -0.23847809E-05,
 41902.998,   1,  0.66118518E+12,   0.00000000E+00,  -0.69130611E+12,   0.00000000E+00,   0.00000000E+00,   0.22861075E+11,   0.72685394E+10,   0.00000000E+00,  -0.26491199E-05,
 41903.999,   1,  0.66139080E+12,   0.00000000E+00,  -0.69152153E+12,   0.00000000E+00,   0.00000000E+00,   0.22867829E+11,   0.72703987E+10,   0.00000000E+00,  -0.31378296E-05,
 41904.998,   1,  0.66160004E+12,   0.00000000E+00,  -0.69174223E+12,   0.00000000E+00,   0.00000000E+00,   0.22881309E+11,   0.72722460E+10,   0.00000000E+00,  -0.20341072E-05,
 41906.000,   1,  0.66182958E+12,   0.00000000E+00,  -0.69198991E+12,   0.00000000E+00,   0.00000000E+00,   0.22901213E+11,   0.72741052E+10,   0.00000000E+00,  -0.15563923E-05,
 41907.000,   1,  0.66207947E+12,   0.00000000E+00,  -0.69226915E+12,   0.00000000E+00,   0.00000000E+00,   0.22927069E+11,   0.72760620E+10,   0.00000000E+00,  -0.16762171E-05,
 41908.000,   1,  0.66235694E+12,   0.00000000E+00,  -0.69255310E+12,   0.00000000E+00,   0.00000000E+00,   0.22931687E+11,   0.72782149E+10,   0.00000000E+00,  -0.16310933E-05,
 41909.000,   1,  0.66262671E+12,   0.00000000E+00,  -0.69281703E+12,   0.00000000E+00,   0.00000000E+00,   0.22922818E+11,   0.72805515E+10,   0.00000000E+00,  -0.17557285E-05,
 41909.998,   1,  0.66284951E+12,   0.00000000E+00,  -0.69305598E+12,   0.00000000E+00,   0.00000000E+00,   0.22932552E+11,   0.72829004E+10,   0.00000000E+00,  -0.25404730E-05,
 41910.998,   1,  0.66305187E+12,   0.00000000E+00,  -0.69327670E+12,   0.00000000E+00,   0.00000000E+00,   0.22949576E+11,   0.72851637E+10,   0.00000000E+00,  -0.22497298E-05,
 41911.999,   1,  0.66324725E+12,   0.00000000E+00,  -0.69347396E+12,   0.00000000E+00,   0.00000000E+00,   0.22950392E+11,   0.72872071E+10,   0.00000000E+00,  -0.20375507E-05,
 41912.998,   1,  0.66343826E+12,   0.00000000E+00,  -0.69366774E+12,   0.00000000E+00,   0.00000000E+00,   0.22951389E+11,   0.72889931E+10,   0.00000000E+00,  -0.19876499E-05,
 41913.998,   1,  0.66362655E+12,   0.00000000E+00,  -0.69386407E+12,   0.00000000E+00,   0.00000000E+00,   0.22958611E+11,   0.72908275E+10,   0.00000000E+00,  -0.17416220E-05,
 41914.998,   1,  0.66383125E+12,   0.00000000E+00,  -0.69408332E+12,   0.00000000E+00,   0.00000000E+00,   0.22972128E+11,   0.72927603E+10,   0.00000000E+00,  -0.16066572E-05,
 41915.999,   1,  0.66405796E+12,   0.00000000E+00,  -0.69433378E+12,   0.00000000E+00,   0.00000000E+00,   0.22994657E+11,   0.72946198E+10,   0.00000000E+00,  -0.14903037E-05,
 41917.000,   1,  0.66427434E+12,   0.00000000E+00,  -0.69456014E+12,   0.00000000E+00,   0.00000000E+00,   0.23000506E+11,   0.72964057E+10,   0.00000000E+00,  -0.18424360E-05,
 41918.000,   1,  0.66446934E+12,   0.00000000E+00,  -0.69475903E+12,   0.00000000E+00,   0.00000000E+00,   0.23000856E+11,   0.72981308E+10,   0.00000000E+00,  -0.21710314E-05,
 41918.999,   1,  0.66466517E+12,   0.00000000E+00,  -0.69498065E+12,   0.00000000E+00,   0.00000000E+00,   0.23026799E+11,   0.72998191E+10,   0.00000000E+00,  -0.18002834E-05,
 41920.000,   1,  0.66489038E+12,   0.00000000E+00,  -0.69522816E+12,   0.00000000E+00,   0.00000000E+00,   0.23049260E+11,   0.73014827E+10,   0.00000000E+00,  -0.15610296E-05,
 41921.000,   1,  0.66515392E+12,   0.00000000E+00,  -0.69549491E+12,   0.00000000E+00,   0.00000000E+00,   0.23052533E+11,   0.73031217E+10,   0.00000000E+00,  -0.13730979E-05,
 41921.998,   1,  0.66542759E+12,   0.00000000E+00,  -0.69577480E+12,   0.00000000E+00,   0.00000000E+00,   0.23058404E+11,   0.73047487E+10,   0.00000000E+00,  -0.12616974E-05,
 41922.999,   1,  0.66568104E+12,   0.00000000E+00,  -0.69603484E+12,   0.00000000E+00,   0.00000000E+00,   0.23063101E+11,   0.73063514E+10,   0.00000000E+00,  -0.12901501E-05,
 41923.998,   1,  0.66591507E+12,   0.00000000E+00,  -0.69626610E+12,   0.00000000E+00,   0.00000000E+00,   0.23056112E+11,   0.73078808E+10,   0.00000000E+00,  -0.15399963E-05,
 41924.998,   1,  0.66613086E+12,   0.00000000E+00,  -0.69648881E+12,   0.00000000E+00,   0.00000000E+00,   0.23060296E+11,   0.73093608E+10,   0.00000000E+00,  -0.17263291E-05,
 41926.000,   1,  0.66633613E+12,   0.00000000E+00,  -0.69671659E+12,   0.00000000E+00,   0.00000000E+00,   0.23083266E+11,   0.73108775E+10,   0.00000000E+00,  -0.14816788E-05,
 41926.999,   1,  0.66655484E+12,   0.00000000E+00,  -0.69695708E+12,   0.00000000E+00,   0.00000000E+00,   0.23103892E+11,   0.73123943E+10,   0.00000000E+00,  -0.14340028E-05,
 41927.998,   1,  0.66677186E+12,   0.00000000E+00,  -0.69718587E+12,   0.00000000E+00,   0.00000000E+00,   0.23111897E+11,   0.73139356E+10,   0.00000000E+00,  -0.16224341E-05,
 41928.999,   1,  0.66699008E+12,   0.00000000E+00,  -0.69741546E+12,   0.00000000E+00,   0.00000000E+00,   0.23123850E+11,   0.73156236E+10,   0.00000000E+00,  -0.13924531E-05,
 41930.000,   1,  0.66723229E+12,   0.00000000E+00,  -0.69767017E+12,   0.00000000E+00,   0.00000000E+00,   0.23137889E+11,   0.73174949E+10,   0.00000000E+00,  -0.11043240E-05,
 41930.998,   1,  0.66746580E+12,   0.00000000E+00,  -0.69791007E+12,   0.00000000E+00,   0.00000000E+00,   0.23136679E+11,   0.73195618E+10,   0.00000000E+00,  -0.15492044E-05,
 41931.998,   1,  0.66766972E+12,   0.00000000E+00,  -0.69812362E+12,   0.00000000E+00,   0.00000000E+00,   0.23137605E+11,   0.73219222E+10,   0.00000000E+00,  -0.33654387E-05,
 41932.998,   1,  0.66785677E+12,   0.00000000E+00,  -0.69832577E+12,   0.00000000E+00,   0.00000000E+00,   0.23150008E+11,   0.73246498E+10,   0.00000000E+00,  -0.32962789E-05,
 41934.000,   1,  0.66806053E+12,   0.00000000E+00,  -0.69854205E+12,   0.00000000E+00,   0.00000000E+00,   0.23165486E+11,   0.73277808E+10,   0.00000000E+00,  -0.15685651E-05,
 41934.998,   1,  0.66828055E+12,   0.00000000E+00,  -0.69876855E+12,   0.00000000E+00,   0.00000000E+00,   0.23172068E+11,   0.73312667E+10,   0.00000000E+00,  -0.12022286E-05,
 41935.998,   1,  0.66849317E+12,   0.00000000E+00,  -0.69899395E+12,   0.00000000E+00,   0.00000000E+00,   0.23179303E+11,   0.73348757E+10,   0.00000000E+00,  -0.13630593E-05,
 41937.000,   1,  0.66870902E+12,   0.00000000E+00,  -0.69923268E+12,   0.00000000E+00,   0.00000000E+00,   0.23198407E+11,   0.73385578E+10,   0.00000000E+00,  -0.13997211E-05,
 41937.999,   1,  0.66892406E+12,   0.00000000E+00,  -0.69946671E+12,   0.00000000E+00,   0.00000000E+00,   0.23211473E+11,   0.73424477E+10,   0.00000000E+00,  -0.16476121E-05,
 41938.998,   1,  0.66913250E+12,   0.00000000E+00,  -0.69968364E+12,   0.00000000E+00,   0.00000000E+00,   0.23215211E+11,   0.73461796E+10,   0.00000000E+00,  -0.18860099E-05,
 41939.999,   1,  0.66933393E+12,   0.00000000E+00,  -0.69989631E+12,   0.00000000E+00,   0.00000000E+00,   0.23224571E+11,   0.73497881E+10,   0.00000000E+00,  -0.16390548E-05,
 41940.998,   1,  0.66955367E+12,   0.00000000E+00,  -0.70014046E+12,   0.00000000E+00,   0.00000000E+00,   0.23246347E+11,   0.73534095E+10,   0.00000000E+00,  -0.15402537E-05,
 41941.998,   1,  0.66979351E+12,   0.00000000E+00,  -0.70040438E+12,   0.00000000E+00,   0.00000000E+00,   0.23266863E+11,   0.73560533E+10,   0.00000000E+00,  -0.15823378E-05,
 41942.998,   1,  0.67003911E+12,   0.00000000E+00,  -0.70066195E+12,   0.00000000E+00,   0.00000000E+00,   0.23279344E+11,   0.73580586E+10,   0.00000000E+00,  -0.12923464E-05,
 41943.999,   1,  0.67030730E+12,   0.00000000E+00,  -0.70094058E+12,   0.00000000E+00,   0.00000000E+00,   0.23289092E+11,   0.73609564E+10,   0.00000000E+00,  -0.11391420E-05,
 41944.999,   1,  0.67056642E+12,   0.00000000E+00,  -0.70121271E+12,   0.00000000E+00,   0.00000000E+00,   0.23291401E+11,   0.73647240E+10,   0.00000000E+00,  -0.18798383E-05,
 41946.000,   1,  0.67081652E+12,   0.00000000E+00,  -0.70147137E+12,   0.00000000E+00,   0.00000000E+00,   0.23294405E+11,   0.73686509E+10,   0.00000000E+00,  -0.22649499E-05,
 41946.999,   1,  0.67107360E+12,   0.00000000E+00,  -0.70173906E+12,   0.00000000E+00,   0.00000000E+00,   0.23305151E+11,   0.73725290E+10,   0.00000000E+00,  -0.15553877E-05,
 41947.999,   1,  0.67131657E+12,   0.00000000E+00,  -0.70199267E+12,   0.00000000E+00,   0.00000000E+00,   0.23312181E+11,   0.73763704E+10,   0.00000000E+00,  -0.15717044E-05,
 41948.999,   1,  0.67155476E+12,   0.00000000E+00,  -0.70224428E+12,   0.00000000E+00,   0.00000000E+00,   0.23320549E+11,   0.73801992E+10,   0.00000000E+00,  -0.17632908E-05,
 41950.000,   1,  0.67180141E+12,   0.00000000E+00,  -0.70250076E+12,   0.00000000E+00,   0.00000000E+00,   0.23330416E+11,   0.73838694E+10,   0.00000000E+00,  -0.12973030E-05,
 41951.000,   1,  0.67206646E+12,   0.00000000E+00,  -0.70278186E+12,   0.00000000E+00,   0.00000000E+00,   0.23344587E+11,   0.73873928E+10,   0.00000000E+00,  -0.12029875E-05,
 41951.999,   1,  0.67234432E+12,   0.00000000E+00,  -0.70308268E+12,   0.00000000E+00,   0.00000000E+00,   0.23360950E+11,   0.73908670E+10,   0.00000000E+00,  -0.14646834E-05,
 41952.998,   1,  0.67261756E+12,   0.00000000E+00,  -0.70336278E+12,   0.00000000E+00,   0.00000000E+00,   0.23363628E+11,   0.73942677E+10,   0.00000000E+00,  -0.15689605E-05,
 41953.998,   1,  0.67289933E+12,   0.00000000E+00,  -0.70365814E+12,   0.00000000E+00,   0.00000000E+00,   0.23375590E+11,   0.73976197E+10,   0.00000000E+00,  -0.14178339E-05,
 41954.999,   1,  0.67320263E+12,   0.00000000E+00,  -0.70398137E+12,   0.00000000E+00,   0.00000000E+00,   0.23395379E+11,   0.74008128E+10,   0.00000000E+00,  -0.11790112E-05,
 41955.999,   1,  0.67351725E+12,   0.00000000E+00,  -0.70432278E+12,   0.00000000E+00,   0.00000000E+00,   0.23418738E+11,   0.74037122E+10,   0.00000000E+00,  -0.12244478E-05,
 41956.999,   1,  0.67384929E+12,   0.00000000E+00,  -0.70468661E+12,   0.00000000E+00,   0.00000000E+00,   0.23446174E+11,   0.74063911E+10,   0.00000000E+00,  -0.13905431E-05,
 41957.999,   1,  0.67418880E+12,   0.00000000E+00,  -0.70504503E+12,   0.00000000E+00,   0.00000000E+00,   0.23461612E+11,   0.74090211E+10,   0.00000000E+00,  -0.14830578E-05,
 41959.000,   1,  0.67452669E+12,   0.00000000E+00,  -0.70539600E+12,   0.00000000E+00,   0.00000000E+00,   0.23471203E+11,   0.74117487E+10,   0.00000000E+00,  -0.15959555E-05,
 41960.000,   1,  0.67488756E+12,   0.00000000E+00,  -0.70577423E+12,   0.00000000E+00,   0.00000000E+00,   0.23486767E+11,   0.74145377E+10,   0.00000000E+00,  -0.14530806E-05,
 41960.999,   1,  0.67527989E+12,   0.00000000E+00,  -0.70618902E+12,   0.00000000E+00,   0.00000000E+00,   0.23509513E+11,   0.74173146E+10,   0.00000000E+00,  -0.11704795E-05,
 41961.999,   1,  0.67566366E+12,   0.00000000E+00,  -0.70658903E+12,   0.00000000E+00,   0.00000000E+00,   0.23524174E+11,   0.74201648E+10,   0.00000000E+00,  -0.10736627E-05,
 41962.999,   1,  0.67600477E+12,   0.00000000E+00,  -0.70694775E+12,   0.00000000E+00,   0.00000000E+00,   0.23535543E+11,   0.74232840E+10,   0.00000000E+00,  -0.12346716E-05,
 41963.998,   1,  0.67633331E+12,   0.00000000E+00,  -0.70729548E+12,   0.00000000E+00,   0.00000000E+00,   0.23548153E+11,   0.74266846E+10,   0.00000000E+00,  -0.14902885E-05,
 41964.999,   1,  0.67666276E+12,   0.00000000E+00,  -0.70763659E+12,   0.00000000E+00,   0.00000000E+00,   0.23553945E+11,   0.74302441E+10,   0.00000000E+00,  -0.19337346E-05,
 41965.999,   1,  0.67697885E+12,   0.00000000E+00,  -0.70796029E+12,   0.00000000E+00,   0.00000000E+00,   0.23557800E+11,   0.74342313E+10,   0.00000000E+00,  -0.18854480E-05,
 41966.999,   1,  0.67727837E+12,   0.00000000E+00,  -0.70826542E+12,   0.00000000E+00,   0.00000000E+00,   0.23559400E+11,   0.74393310E+10,   0.00000000E+00,  -0.17310327E-05,
 41967.999,   1,  0.67755783E+12,   0.00000000E+00,  -0.70855882E+12,   0.00000000E+00,   0.00000000E+00,   0.23568345E+11,   0.74449462E+10,   0.00000000E+00,  -0.17112386E-05,
 41969.000,   1,  0.67782595E+12,   0.00000000E+00,  -0.70884962E+12,   0.00000000E+00,   0.00000000E+00,   0.23587554E+11,   0.74500719E+10,   0.00000000E+00,  -0.15390288E-05,
 41969.998,   1,  0.67809576E+12,   0.00000000E+00,  -0.70914265E+12,   0.00000000E+00,   0.00000000E+00,   0.23603248E+11,   0.74559293E+10,   0.00000000E+00,  -0.17768245E-05,
 41970.999,   1,  0.67837787E+12,   0.00000000E+00,  -0.70943798E+12,   0.00000000E+00,   0.00000000E+00,   0.23610278E+11,   0.74628161E+10,   0.00000000E+00,  -0.16470291E-05,
 41971.999,   1,  0.67865201E+12,   0.00000000E+00,  -0.70971704E+12,   0.00000000E+00,   0.00000000E+00,   0.23609445E+11,   0.74696670E+10,   0.00000000E+00,  -0.15135821E-05,
 41972.999,   1,  0.67894379E+12,   0.00000000E+00,  -0.71002393E+12,   0.00000000E+00,   0.00000000E+00,   0.23621522E+11,   0.74774942E+10,   0.00000000E+00,  -0.10622923E-05,
 41973.999,   1,  0.67926454E+12,   0.00000000E+00,  -0.71038094E+12,   0.00000000E+00,   0.00000000E+00,   0.23651926E+11,   0.74868027E+10,   0.00000000E+00,  -0.90095203E-06,
 41974.999,   1,  0.67960900E+12,   0.00000000E+00,  -0.71076318E+12,   0.00000000E+00,   0.00000000E+00,   0.23681375E+11,   0.74956363E+10,   0.00000000E+00,  -0.87678955E-06,
 41975.999,   1,  0.68001284E+12,   0.00000000E+00,  -0.71118989E+12,   0.00000000E+00,   0.00000000E+00,   0.23698693E+11,   0.75029893E+10,   0.00000000E+00,  -0.79632019E-06,
 41977.000,   1,  0.68043545E+12,   0.00000000E+00,  -0.71163733E+12,   0.00000000E+00,   0.00000000E+00,   0.23714216E+11,   0.75093756E+10,   0.00000000E+00,  -0.90419554E-06,
 41978.000,   1,  0.68082196E+12,   0.00000000E+00,  -0.71206051E+12,   0.00000000E+00,   0.00000000E+00,   0.23737420E+11,   0.75151254E+10,   0.00000000E+00,  -0.13930158E-05,
 41978.999,   1,  0.68118748E+12,   0.00000000E+00,  -0.71246064E+12,   0.00000000E+00,   0.00000000E+00,   0.23760352E+11,   0.75206670E+10,   0.00000000E+00,  -0.24190200E-05,
 41979.998,   1,  0.68154129E+12,   0.00000000E+00,  -0.71282852E+12,   0.00000000E+00,   0.00000000E+00,   0.23769252E+11,   0.75264529E+10,   0.00000000E+00,  -0.22455073E-05,
 41980.998,   1,  0.68186302E+12,   0.00000000E+00,  -0.71316356E+12,   0.00000000E+00,   0.00000000E+00,   0.23780536E+11,   0.75323981E+10,   0.00000000E+00,  -0.15473519E-05,
 41981.999,   1,  0.68215398E+12,   0.00000000E+00,  -0.71347871E+12,   0.00000000E+00,   0.00000000E+00,   0.23800044E+11,   0.75380992E+10,   0.00000000E+00,  -0.13809202E-05,
 41982.999,   1,  0.68246064E+12,   0.00000000E+00,  -0.71380103E+12,   0.00000000E+00,   0.00000000E+00,   0.23811443E+11,   0.75434575E+10,   0.00000000E+00,  -0.12730689E-05,
 41983.999,   1,  0.68282042E+12,   0.00000000E+00,  -0.71417891E+12,   0.00000000E+00,   0.00000000E+00,   0.23827313E+11,   0.75486079E+10,   0.00000000E+00,  -0.10659260E-05,
 41984.999,   1,  0.68319640E+12,   0.00000000E+00,  -0.71456528E+12,   0.00000000E+00,   0.00000000E+00,   0.23831120E+11,   0.75538556E+10,   0.00000000E+00,  -0.11281777E-05,
 41985.999,   1,  0.68354823E+12,   0.00000000E+00,  -0.71492396E+12,   0.00000000E+00,   0.00000000E+00,   0.23832036E+11,   0.75595434E+10,   0.00000000E+00,  -0.11376254E-05,
 41986.998,   1,  0.68388672E+12,   0.00000000E+00,  -0.71528384E+12,   0.00000000E+00,   0.00000000E+00,   0.23847088E+11,   0.75653540E+10,   0.00000000E+00,  -0.11495308E-05,
 41987.999,   1,  0.68423602E+12,   0.00000000E+00,  -0.71565935E+12,   0.00000000E+00,   0.00000000E+00,   0.23867238E+11,   0.75708467E+10,   0.00000000E+00,  -0.12245783E-05,
 41988.999,   1,  0.68458555E+12,   0.00000000E+00,  -0.71603713E+12,   0.00000000E+00,   0.00000000E+00,   0.23889916E+11,   0.75760706E+10,   0.00000000E+00,  -0.12341468E-05,
 41989.999,   1,  0.68493654E+12,   0.00000000E+00,  -0.71641036E+12,   0.00000000E+00,   0.00000000E+00,   0.23908221E+11,   0.75811109E+10,   0.00000000E+00,  -0.11208080E-05,
 41990.999,   1,  0.68529215E+12,   0.00000000E+00,  -0.71678028E+12,   0.00000000E+00,   0.00000000E+00,   0.23919891E+11,   0.75857963E+10,   0.00000000E+00,  -0.10493959E-05,
 41992.000,   1,  0.68565667E+12,   0.00000000E+00,  -0.71717212E+12,   0.00000000E+00,   0.00000000E+00,   0.23940965E+11,   0.75899922E+10,   0.00000000E+00,  -0.12343975E-05,
 41993.000,   1,  0.68605669E+12,   0.00000000E+00,  -0.71759974E+12,   0.00000000E+00,   0.00000000E+00,   0.23964817E+11,   0.75937966E+10,   0.00000000E+00,  -0.12036059E-05,
 41994.000,   1,  0.68648801E+12,   0.00000000E+00,  -0.71805149E+12,   0.00000000E+00,   0.00000000E+00,   0.23983020E+11,   0.75976739E+10,   0.00000000E+00,  -0.11029604E-05,
 41994.999,   1,  0.68692348E+12,   0.00000000E+00,  -0.71850796E+12,   0.00000000E+00,   0.00000000E+00,   0.23996560E+11,   0.76050217E+10,   0.00000000E+00,  -0.11148629E-05,
 41996.000,   1,  0.68734589E+12,   0.00000000E+00,  -0.71894875E+12,   0.00000000E+00,   0.00000000E+00,   0.23999868E+11,   0.76213208E+10,   0.00000000E+00,  -0.99645295E-06,
 41996.999,   1,  0.68772194E+12,   0.00000000E+00,  -0.71934618E+12,   0.00000000E+00,   0.00000000E+00,   0.24002807E+11,   0.76419960E+10,   0.00000000E+00,  -0.82374377E-06,
 41998.000,   1,  0.68805846E+12,   0.00000000E+00,  -0.71970379E+12,   0.00000000E+00,   0.00000000E+00,   0.24005622E+11,   0.76598581E+10,   0.00000000E+00,  -0.81303118E-06,
 41999.000,   1,  0.68838719E+12,   0.00000000E+00,  -0.72006183E+12,   0.00000000E+00,   0.00000000E+00,   0.24016510E+11,   0.76756391E+10,   0.00000000E+00,  -0.90232320E-06,
 41999.999,   1,  0.68873117E+12,   0.00000000E+00,  -0.72043896E+12,   0.00000000E+00,   0.00000000E+00,   0.24037842E+11,   0.76902946E+10,   0.00000000E+00,  -0.79335529E-06,
 42000.999,   1,  0.68909399E+12,   0.00000000E+00,  -0.72083822E+12,   0.00000000E+00,   0.00000000E+00,   0.24062280E+11,   0.77039469E+10,   0.00000000E+00,  -0.74315926E-06,
 42002.000,   1,  0.68946825E+12,   0.00000000E+00,  -0.72123974E+12,   0.00000000E+00,   0.00000000E+00,   0.24075629E+11,   0.77166207E+10,   0.00000000E+00,  -0.79143479E-06,
 42002.999,   1,  0.68986683E+12,   0.00000000E+00,  -0.72166011E+12,   0.00000000E+00,   0.00000000E+00,   0.24086981E+11,   0.77287069E+10,   0.00000000E+00,  -0.72953130E-06,
 42003.999,   1,  0.69027149E+12,   0.00000000E+00,  -0.72210690E+12,   0.00000000E+00,   0.00000000E+00,   0.24116568E+11,   0.77405116E+10,   0.00000000E+00,  -0.72046125E-06,
 42005.000,   1,  0.69069210E+12,   0.00000000E+00,  -0.72257466E+12,   0.00000000E+00,   0.00000000E+00,   0.24152841E+11,   0.77518640E+10,   0.00000000E+00,  -0.68899133E-06,
 42006.000,   1,  0.69114015E+12,   0.00000000E+00,  -0.72305631E+12,   0.00000000E+00,   0.00000000E+00,   0.24177517E+11,   0.77626294E+10,   0.00000000E+00,  -0.61334788E-06,
 42006.999,   1,  0.69157846E+12,   0.00000000E+00,  -0.72352237E+12,   0.00000000E+00,   0.00000000E+00,   0.24190156E+11,   0.77726605E+10,   0.00000000E+00,  -0.78280790E-06,
 42007.999,   1,  0.69201333E+12,   0.00000000E+00,  -0.72397742E+12,   0.00000000E+00,   0.00000000E+00,   0.24199035E+11,   0.77822751E+10,   0.00000000E+00,  -0.83911218E-06,
 42009.000,   1,  0.69246174E+12,   0.00000000E+00,  -0.72445735E+12,   0.00000000E+00,   0.00000000E+00,   0.24224504E+11,   0.77917676E+10,   0.00000000E+00,  -0.70012618E-06,
 42010.000,   1,  0.69290673E+12,   0.00000000E+00,  -0.72492578E+12,   0.00000000E+00,   0.00000000E+00,   0.24240512E+11,   0.78010034E+10,   0.00000000E+00,  -0.67625520E-06,
 42011.000,   1,  0.69331271E+12,   0.00000000E+00,  -0.72533715E+12,   0.00000000E+00,   0.00000000E+00,   0.24233901E+11,   0.78103123E+10,   0.00000000E+00,  -0.77373101E-06,
 42011.999,   1,  0.69370186E+12,   0.00000000E+00,  -0.72575705E+12,   0.00000000E+00,   0.00000000E+00,   0.24254302E+11,   0.78195118E+10,   0.00000000E+00,  -0.82389848E-06,
 42012.999,   1,  0.69410484E+12,   0.00000000E+00,  -0.72620736E+12,   0.00000000E+00,   0.00000000E+00,   0.24294390E+11,   0.78279165E+10,   0.00000000E+00,  -0.77542867E-06,
 42014.000,   1,  0.69451297E+12,   0.00000000E+00,  -0.72665757E+12,   0.00000000E+00,   0.00000000E+00,   0.24327214E+11,   0.78355503E+10,   0.00000000E+00,  -0.84307203E-06,
 42015.000,   1,  0.69493204E+12,   0.00000000E+00,  -0.72710327E+12,   0.00000000E+00,   0.00000000E+00,   0.24347671E+11,   0.78426579E+10,   0.00000000E+00,  -0.77266703E-06,
 42015.999,   1,  0.69534708E+12,   0.00000000E+00,  -0.72754237E+12,   0.00000000E+00,   0.00000000E+00,   0.24366575E+11,   0.78495448E+10,   0.00000000E+00,  -0.71604151E-06,
 42017.000,   1,  0.69576494E+12,   0.00000000E+00,  -0.72798831E+12,   0.00000000E+00,   0.00000000E+00,   0.24389023E+11,   0.78565297E+10,   0.00000000E+00,  -0.59061638E-06,
 42018.000,   1,  0.69620114E+12,   0.00000000E+00,  -0.72845482E+12,   0.00000000E+00,   0.00000000E+00,   0.24411204E+11,   0.78635273E+10,   0.00000000E+00,  -0.63849217E-06,
 42018.999,   1,  0.69664389E+12,   0.00000000E+00,  -0.72893131E+12,   0.00000000E+00,   0.00000000E+00,   0.24434756E+11,   0.78703414E+10,   0.00000000E+00,  -0.73318528E-06,
 42019.999,   1,  0.69708036E+12,   0.00000000E+00,  -0.72939921E+12,   0.00000000E+00,   0.00000000E+00,   0.24457922E+11,   0.78768497E+10,   0.00000000E+00,  -0.83524319E-06,
