$LWG.Elev-Tailwater.Ave.~1Day.1Day.CBT-REV [m NAVD88 => ft],,
CY2011-2015,,12/31/2010
41940,640.1738845,
41941,640.0426509,
41942,639.9770341,
41943,639.8786089,
41944,639.8786089,
41945,639.8458005,
41946,639.7801837,
41947,639.4849081,
41948,639.4849081,
41949,639.4520997,
41950,639.3864829,
41951,639.3536745,
41952,639.2224409,
41953,639.6489501,
41954,639.9114173,
41955,639.5505249,
41956,639.4520997,
41957,639.1896325,
41958,638.894357,
41959,638.3366142,
41960,638.1397638,
41961,638.3366142,
41962,638.3038058,
41963,638.074147,
41964,638.2053806,
41965,638.2709974,
41966,638.4350394,
41967,639.6489501,
41968,640.1410761,
41969,639.4849081,
41970,639.3864829,
41971,639.6489501,
41972,640.2066929,
41973,640.1410761,
41974,639.5505249,
41975,639.2880577,
41976,639.1568241,
41977,638.9927821,
41978,638.9927821,
41979,638.6975066,
41980,638.7631234,
41981,639.1240157,
41982,639.0255905,
41983,639.1240157,
41984,639.2224409,
41985,639.1568241,
41986,639.2880577,
41987,639.7473753,
41988,639.8786089,
41989,639.4520997,
41990,639.3208661,
41991,639.6817585,
41992,639.4849081,
41993,639.4849081,
41994,639.2880577,
41995,639.2552493,
41996,639.4520997,
41997,639.6817585,
41998,640.2395013,
41999,640.5347769,
42000,640.2723097,
42001,640.0098425,
42002,640.0426509,
42003,640.4363517,
42004,640.4035433,
42005,640.3707349,
42006,640.2395013,
42007,639.6489501,
42008,639.4849081,
42009,639.4520997,
42010,640.5019685,
42011,640.5347769,
42012,640.4691601,
42013,640.1082677,
42014,640.2066929,
42015,640.4691601,
42016,640.0754593,
42017,639.8458005,
42018,639.6161417,
42019,639.7801837,
42020,639.8129921,
42021,640.3707349,
42022,640.4691601,
42023,640.7972441,
42024,640.6988189,
42025,640.6660105,
42026,640.4363517,
42027,640.0754593,
42028,640.0426509,
42029,639.9770341,
42030,640.0754593,
42031,639.8458005,
42032,639.5177165,
42033,639.9114173,
42034,639.9442257,
42035,639.2552493,
42036,639.3864829,
42037,638.9599738,
42038,638.8615486,
42039,638.6646982,
42040,638.8615486,
42041,638.2053806,
42042,638.1725722,
42043,638.0085302,
42044,638.7959318,
42045,639.6489501,
42046,640.7316273,
42047,640.7316273,
42048,641.3549869,
42049,640.7972441,
42050,640.3051181,
42051,639.9442257,
42052,639.5833333,
42053,639.2552493,
42054,639.3208661,
42055,639.1568241,
42056,639.2880577,
42057,638.8615486,
42058,638.7959318,
42059,638.3366142,
42060,638.402231,
42061,638.1725722,
42062,639.2880577,
42063,639.9770341,
42064,639.8129921,
42065,639.6161417,
42066,640.1082677,
42067,639.9114173,
42068,640.3379265,
42069,639.9442257,
42070,639.9442257,
42071,639.6817585,
42072,639.3208661,
42073,639.3536745,
42074,639.2880577,
42075,639.2552493,
42076,638.894357,
42077,638.6646982,
42078,638.5990814,
42079,638.8615486,
42080,639.9114173,
42081,640.4035433,
42082,640.5675853,
42083,640.5347769,
42084,639.9114173,
42085,639.3864829,
42086,639.2224409,
42087,639.4192913,
42088,638.7631234,
42089,638.7959318,
42090,638.894357,
42091,639.2224409,
42092,639.4192913,
42093,639.0583989,
42094,639.0583989,
42095,638.3038058,
42096,639.1568241,
42097,639.3864829,
42098,637.0242782,
42099,637.089895,
42100,636.7946194,
42101,636.8930446,
42102,636.925853,
42103,636.761811,
42104,636.7946194,
42105,636.8274278,
42106,636.7946194,
42107,636.6633858,
42108,636.6961942,
42109,636.8930446,
42110,636.7290026,
42111,636.8930446,
42112,637.0570866,
42113,637.253937,
42114,637.253937,
42115,636.925853,
42116,636.7290026,
42117,637.1555118,
42118,637.0242782,
42119,637.0242782,
42120,636.8930446,
42121,636.8930446,
42122,636.925853,
42123,636.761811,
42124,636.925853,
42125,636.925853,
42126,636.9914698,
42127,636.9914698,
42128,636.9586614,
42129,636.925853,
42130,637.3195538,
42131,637.253937,
42132,637.1555118,
42133,637.1883202,
42134,636.9914698,
42135,636.9914698,
42136,636.9586614,
42137,637.0570866,
42138,637.0570866,
42139,636.9914698,
42140,637.1883202,
42141,637.2867454,
42142,637.4835958,
42143,637.2867454,
42144,637.0570866,
42145,637.2867454,
42146,637.253937,
42147,637.3195538,
42148,637.1883202,
42149,637.3523622,
42150,637.3523622,
42151,637.1883202,
42152,637.089895,
42153,637.2867454,
42154,637.253937,
42155,637.089895,
42156,637.0242782,
42157,637.3523622,
42158,637.1555118,
42159,637.4507874,
42160,637.3195538,
42161,636.925853,
42162,636.925853,
42163,636.8274278,
42164,636.925853,
42165,636.9914698,
42166,636.761811,
42167,636.8930446,
42168,636.7290026,
42169,636.5649606,
42170,636.7946194,
42171,636.7290026,
42172,636.7946194,
42173,636.6961942,
42174,636.761811,
42175,636.9914698,
42176,636.925853,
42177,637.1555118,
42178,636.8274278,
42179,636.9586614,
42180,637.0570866,
42181,636.9586614,
42182,636.925853,
42183,636.9914698,
42184,637.0570866,
42185,636.925853,
42186,637.0242782,
42187,637.0570866,
42188,636.8602362,
42189,636.4665354,
42190,637.1883202,
42191,637.4507874,
42192,637.1883202,
42193,637.0570866,
42194,637.4835958,
42195,637.6476378,
42196,637.6804462,
42197,637.6476378,
42198,637.746063,
42199,637.746063,
42200,637.6476378,
42201,637.5164042,
42202,637.4507874,
42203,637.3851706,
42204,637.417979,
42205,637.2211286,
42206,637.5164042,
42207,637.417979,
42208,637.6148294,
42209,637.3195538,
42210,637.3851706,
42211,637.8116798,
42212,637.6148294,
42213,637.746063,
42214,637.4507874,
42215,637.5492126,
42216,637.3523622,
42217,637.3851706,
42218,637.253937,
42219,637.3523622,
42220,637.6148294,
42221,637.5164042,
42222,637.582021,
42223,637.417979,
42224,637.5164042,
42225,637.3195538,
42226,637.3195538,
42227,637.253937,
42228,637.417979,
42229,637.582021,
42230,637.7132546,
42231,637.582021,
42232,637.6476378,
42233,637.5492126,
42234,637.3851706,
42235,637.4507874,
42236,637.5492126,
42237,637.6148294,
42238,637.5164042,
42239,637.6148294,
42240,637.7788714,
42241,637.8772966,
42242,637.3851706,
42243,637.3851706,
42244,637.5492126,
42245,637.5492126,
42246,637.4835958,
42247,637.3851706,
42248,637.4507874,
42249,637.6804462,
42250,637.8772966,
42251,638.0413386,
42252,638.5990814,
42253,639.0255905,
42254,639.8458005,
42255,640.0098425,
42256,640.0754593,
42257,640.0098425,
42258,640.1082677,
42259,640.1410761,
42260,640.0098425,
42261,640.0754593,
42262,639.9442257,
42263,639.8129921,
42264,639.2552493,
42265,638.3038058,
42266,637.9757218,
42267,637.7788714,
42268,637.8772966,
42269,637.8444882,
42270,637.8116798,
42271,638.2053806,
42272,638.2709974,
42273,638.2053806,
42274,638.5006562,
42275,639.2552493,
42276,639.8458005,
42277,640.0754593,
42278,640.0426509,
42279,640.0098425,
42280,640.0426509,
42281,640.0754593,
42282,640.1738845,
42283,640.1082677,
42284,640.2395013,
42285,640.1738845,
42286,640.0754593,
42287,639.9442257,
42288,639.8786089,
42289,639.9770341,
42290,640.3051181,
42291,640.1738845,
42292,640.2066929,
42293,640.0754593,
42294,640.1410761,
42295,640.4035433,
42296,640.3707349,
42297,640.3051181,
42298,640.2723097,
42299,640.4035433,
42300,640.4035433,
42301,640.2066929,
42302,640.3379265,
42303,640.4035433,
42304,640.2395013,
42305,639.9442257,
42306,640.3051181,
42307,640.3379265,
42308,640.5019685,
42309,640.2723097,
42310,640.4363517,
42311,640.2395013,
42312,640.1082677,
42313,640.0426509,
42314,640.1082677,
42315,640.0754593,
42316,640.1082677,
42317,640.2066929,
42318,640.5019685,
42319,640.4691601,
42320,640.6332021,
42321,640.4035433,
42322,640.2066929,
42323,640.4035433,
42324,640.1738845,
42325,640.5019685,
42326,640.5675853,
42327,640.5675853,
42328,640.4035433,
42329,640.2723097,
42330,640.2066929,
42331,640.3707349,
42332,640.3379265,
42333,640.1410761,
42334,640.1410761,
42335,640.3051181,
42336,640.3379265,
42337,640.3051181,
42338,640.3051181,
42339,640.1082677,
42340,639.9442257,
42341,640.0754593,
42342,640.1410761,
42343,640.2395013,
42344,640.2066929,
42345,640.2066929,
42346,640.4035433,
42347,640.2395013,
42348,640.4035433,
42349,639.8129921,
42350,639.8458005,
42351,640.2066929,
42352,640.2723097,
42353,640.2395013,
42354,640.0426509,
42355,640.4363517,
42356,640.2395013,
42357,640.2066929,
42358,640.1082677,
42359,640.3051181,
42360,640.3707349,
42361,640.4363517,
42362,640.2723097,
42363,640.4035433,
42364,640.5347769,
42365,640.6003937,
42366,640.4691601,
42367,640.2395013,
42368,640.2723097,
42369,640.4363517,
42370,640.3707349,
