$Return Flows From Banks Lake 2011-2015,,
,,
JDAY,QTR,
164.042,0,
164.083,0,
164.125,0,
164.167,0,
164.208,0,
164.25,0,
164.292,0,
164.333,0,
164.375,0,
164.417,0,
164.458,0,
164.5,0,
164.542,0,
164.583,0,
164.625,0,
164.667,0,
164.708,0,
164.75,0,
164.792,0,
164.833,0,
164.875,0,
164.917,0,
164.958,0,
165,0,
165.042,0,
165.083,0,
165.125,0,
165.167,0,
165.208,0,
165.25,0,
165.292,0,
165.333,0,
165.375,0,
165.417,0,
165.458,0,
165.5,1.5,
165.542,24,
165.583,136.5,
165.625,19.5,
165.667,0,
165.708,0,
165.75,0,
165.792,0,
165.833,0,
165.875,0,
165.917,0,
165.958,0,
166,0,
166.042,0,
166.083,0,
166.125,0,
166.167,0,
166.208,0,
166.25,0,
166.292,0,
166.333,0,
166.375,0,
166.417,0,
166.458,51.8,
166.5,57.9,
166.542,54.8,
166.583,0,
166.625,0,
166.667,0,
166.708,0,
166.75,0,
166.792,0,
166.833,0,
166.875,0,
166.917,0,
166.958,0,
167,0,
167.042,0,
167.083,0,
167.125,0,
167.167,0,
167.208,0,
167.25,0,
167.292,0,
167.333,0,
167.375,0,
167.417,36.7,
167.458,56.5,
167.5,31.1,
167.542,0,
167.583,0,
167.625,0,
167.667,0,
167.708,0,
167.75,0,
167.792,0,
167.833,0,
167.875,0,
167.917,0,
167.958,0,
168,0,
168.042,0,
168.083,0,
168.125,0,
168.167,0,
168.208,0,
168.25,0,
168.292,0,
168.333,0,
168.375,0,
168.417,0,
168.458,0,
168.5,0,
168.542,0,
168.583,0,
168.625,0,
168.667,0,
168.708,0,
168.75,0,
168.792,0,
168.833,0,
168.875,0,
168.917,0,
168.958,0,
169,0,
169.042,0,
169.083,0,
169.125,0,
169.167,0,
169.208,0,
169.25,0,
169.292,0,
169.333,0,
169.375,0,
169.417,0,
169.458,0,
169.5,0,
169.542,0,
169.583,0,
169.625,0,
169.667,0,
169.708,0,
169.75,0,
169.792,0,
169.833,0,
169.875,0,
169.917,0,
169.958,0,
170,0,
170.042,0,
170.083,0,
170.125,0,
170.167,0,
170.208,0,
170.25,0,
170.292,0,
170.333,0,
170.375,0,
170.417,0,
170.458,0,
170.5,0,
170.542,0,
170.583,0,
170.625,0,
170.667,0,
170.708,0,
170.75,0,
170.792,0,
170.833,0,
170.875,0,
170.917,0,
170.958,0,
171,0,
171.042,0,
171.083,0,
171.125,0,
171.167,0,
171.208,0,
171.25,0,
171.292,0,
171.333,0,
171.375,0,
171.417,0,
171.458,0,
171.5,0,
171.542,0,
171.583,0,
171.625,0,
171.667,0,
171.708,0,
171.75,0,
171.792,0,
171.833,0,
171.875,0,
171.917,0,
171.958,0,
172,0,
172.042,0,
172.083,0,
172.125,0,
172.167,0,
172.208,0,
172.25,0,
172.292,0,
172.333,0,
172.375,0,
172.417,0,
172.458,0,
172.5,0,
172.542,0,
172.583,0,
172.625,0,
172.667,0,
172.708,0,
172.75,0,
172.792,0,
172.833,0,
172.875,0,
172.917,0,
172.958,0,
173,0,
173.042,0,
173.083,0,
173.125,0,
173.167,0,
173.208,0,
173.25,0,
173.292,0,
173.333,0,
173.375,0,
173.417,0,
173.458,0,
173.5,0,
173.542,0,
173.583,0,
173.625,0,
173.667,0,
173.708,0,
173.75,0,
173.792,0,
173.833,0,
173.875,0,
173.917,0,
173.958,0,
174,0,
174.042,0,
174.083,0,
174.125,0,
174.167,0,
174.208,0,
174.25,0,
174.292,0,
174.333,0,
174.375,0,
174.417,0,
174.458,0,
174.5,0,
174.542,0,
174.583,0,
174.625,0,
174.667,0,
174.708,0,
174.75,0,
174.792,0,
174.833,0,
174.875,0,
174.917,0,
174.958,0,
175,0,
175.042,0,
175.083,0,
175.125,0,
175.167,0,
175.208,0,
175.25,0,
175.292,0,
175.333,0,
175.375,0,
175.417,0,
175.458,0,
175.5,0,
175.542,49.4,
175.583,59.6,
175.625,49.4,
175.667,0,
175.708,0,
175.75,0,
175.792,0,
175.833,0,
175.875,0,
175.917,0,
175.958,0,
176,0,
176.042,0,
176.083,0,
176.125,0,
176.167,0,
176.208,0,
176.25,0,
176.292,0,
176.333,0,
176.375,0,
176.417,0,
176.458,0,
176.5,0,
176.542,0,
176.583,0,
176.625,0,
176.667,0,
176.708,0,
176.75,0,
176.792,0,
176.833,0,
176.875,0,
176.917,0,
176.958,0,
177,0,
177.042,0,
177.083,0,
177.125,0,
177.167,0,
177.208,0,
177.25,0,
177.292,0,
177.333,0,
177.375,0,
177.417,0,
177.458,0,
177.5,0,
177.542,0,
177.583,0,
177.625,0,
177.667,0,
177.708,0,
177.75,0,
177.792,0,
177.833,0,
177.875,0,
177.917,0,
177.958,0,
178,0,
178.042,0,
178.083,0,
178.125,0,
178.167,0,
178.208,0,
178.25,0,
178.292,0,
178.333,0,
178.375,0,
178.417,0,
178.458,0,
178.5,0,
178.542,0,
178.583,0,
178.625,0,
178.667,0,
178.708,0,
178.75,0,
178.792,0,
178.833,0,
178.875,0,
178.917,0,
178.958,0,
179,0,
179.042,0,
179.083,0,
179.125,0,
179.167,0,
179.208,0,
179.25,0,
179.292,0,
179.333,0,
179.375,0,
179.417,0,
179.458,0,
179.5,0,
179.542,0,
179.583,0,
179.625,0,
179.667,0,
179.708,0,
179.75,0,
179.792,0,
179.833,0,
179.875,0,
179.917,0,
179.958,0,
180,0,
180.042,0,
180.083,0,
180.125,0,
180.167,0,
180.208,0,
180.25,0,
180.292,0,
180.333,0,
180.375,0,
180.417,0,
180.458,0,
180.5,0,
180.542,5.6,
180.583,138.2,
180.625,184.2,
180.667,167.5,
180.708,0,
180.75,0,
180.792,0,
180.833,0,
180.875,0,
180.917,0,
180.958,0,
181,0,
181.042,0,
181.083,0,
181.125,0,
181.167,0,
181.208,0,
181.25,0,
181.292,0,
181.333,0,
181.375,0,
181.417,0,
181.458,0,
181.5,0,
181.542,0,
181.583,0,
181.625,0,
181.667,0,
181.708,0,
181.75,0,
181.792,0,
181.833,0,
181.875,0,
181.917,0,
181.958,0,
182,0,
182.042,0,
182.083,0,
182.125,0,
182.167,0,
182.208,0,
182.25,0,
182.292,0,
182.333,0,
182.375,7.4,
182.417,36.9,
182.458,65,
182.5,50.2,
182.542,19.2,
182.583,0,
182.625,0,
182.667,0,
182.708,0,
182.75,0,
182.792,0,
182.833,0,
182.875,0,
182.917,0,
182.958,0,
183,0,
183.042,0,
183.083,0,
183.125,0,
183.167,0,
183.208,0,
183.25,0,
183.292,0,
183.333,0,
183.375,0,
183.417,0,
183.458,0,
183.5,0,
183.542,0,
183.583,0,
183.625,0,
183.667,0,
183.708,0,
183.75,0,
183.792,0,
183.833,0,
183.875,0,
183.917,0,
183.958,0,
184,0,
184.042,0,
184.083,0,
184.125,0,
184.167,0,
184.208,0,
184.25,0,
184.292,0,
184.333,0,
184.375,0,
184.417,0,
184.458,0,
184.5,0,
184.542,0,
184.583,0,
184.625,0,
184.667,0,
184.708,0,
184.75,0,
184.792,0,
184.833,0,
184.875,0,
184.917,0,
184.958,0,
185,0,
185.042,0,
185.083,0,
185.125,0,
185.167,0,
185.208,0,
185.25,0,
185.292,0,
185.333,0,
185.375,0,
185.417,0,
185.458,0,
185.5,0,
185.542,0,
185.583,0,
185.625,13.3,
185.667,34.6,
185.708,32,
185.75,29.3,
185.792,26.7,
185.833,0,
185.875,0,
185.917,0,
185.958,0,
186,0,
186.042,0,
186.083,0,
186.125,0,
186.167,0,
186.208,0,
186.25,0,
186.292,0,
186.333,0,
186.375,0,
186.417,0,
186.458,0,
186.5,36.2,
186.542,36.2,
186.583,39.2,
186.625,39.2,
186.667,36.2,
186.708,36.2,
186.75,33.2,
186.792,15.1,
186.833,9.1,
186.875,0,
186.917,0,
186.958,0,
187,0,
187.042,0,
187.083,0,
187.125,0,
187.167,0,
187.208,0,
187.25,0,
187.292,0,
187.333,0,
187.375,0,
187.417,0,
187.458,0,
187.5,0,
187.542,0,
187.583,0,
187.625,0,
187.667,0,
187.708,0,
187.75,0,
187.792,0,
187.833,0,
187.875,0,
187.917,0,
187.958,0,
188,0,
188.042,0,
188.083,0,
188.125,0,
188.167,0,
188.208,0,
188.25,0,
188.292,0,
188.333,0,
188.375,0,
188.417,0,
188.458,0,
188.5,0,
188.542,0,
188.583,0,
188.625,0,
188.667,0,
188.708,0,
188.75,0,
188.792,0,
188.833,0,
188.875,0,
188.917,0,
188.958,0,
189,0,
189.042,0,
189.083,0,
189.125,0,
189.167,0,
189.208,0,
189.25,0,
189.292,0,
189.333,0,
189.375,0,
189.417,0,
189.458,0,
189.5,0,
189.542,0,
189.583,0,
189.625,0,
189.667,0,
189.708,0,
189.75,0,
189.792,0,
189.833,0,
189.875,0,
189.917,0,
189.958,0,
190,0,
190.042,0,
190.083,0,
190.125,0,
190.167,0,
190.208,0,
190.25,0,
190.292,0,
190.333,0,
190.375,0,
190.417,0,
190.458,0,
190.5,0,
190.542,0,
190.583,0,
190.625,0,
190.667,0,
190.708,0,
190.75,0,
190.792,0,
190.833,0,
190.875,0,
190.917,0,
190.958,0,
191,0,
191.042,0,
191.083,0,
191.125,0,
191.167,0,
191.208,0,
191.25,0,
191.292,0,
191.333,0,
191.375,0,
191.417,0,
191.458,0,
191.5,0,
191.542,0,
191.583,0,
191.625,0,
191.667,0,
191.708,0,
191.75,0,
191.792,0,
191.833,0,
191.875,0,
191.917,0,
191.958,0,
192,0,
192.042,0,
192.083,0,
192.125,0,
192.167,0,
192.208,0,
192.25,0,
192.292,0,
192.333,0,
192.375,0,
192.417,0,
192.458,0,
192.5,0,
192.542,0,
192.583,0,
192.625,0,
192.667,0,
192.708,0,
192.75,0,
192.792,0,
192.833,0,
192.875,0,
192.917,0,
192.958,0,
193,0,
193.042,0,
193.083,0,
193.125,0,
193.167,0,
193.208,0,
193.25,0,
193.292,0,
193.333,0,
193.375,0,
193.417,0,
193.458,0,
193.5,0,
193.542,0,
193.583,0,
193.625,0,
193.667,0,
193.708,0,
193.75,0,
193.792,0,
193.833,0,
193.875,0,
193.917,0,
193.958,0,
194,0,
194.042,0,
194.083,0,
194.125,0,
194.167,0,
194.208,0,
194.25,0,
194.292,0,
194.333,0,
194.375,0,
194.417,0,
194.458,0,
194.5,0,
194.542,0,
194.583,0,
194.625,0,
194.667,0,
194.708,0,
194.75,0,
194.792,0,
194.833,0,
194.875,0,
194.917,0,
194.958,0,
195,0,
195.042,0,
195.083,0,
195.125,0,
195.167,0,
195.208,0,
195.25,0,
195.292,0,
195.333,0,
195.375,0,
195.417,0,
195.458,0,
195.5,0,
195.542,0,
195.583,0,
195.625,0,
195.667,0,
195.708,0,
195.75,0,
195.792,0,
195.833,0,
195.875,0,
195.917,0,
195.958,0,
196,0,
196.042,0,
196.083,0,
196.125,0,
196.167,0,
196.208,0,
196.25,0,
196.292,0,
196.333,0,
196.375,0,
196.417,0,
196.458,0,
196.5,0,
196.542,0,
196.583,0,
196.625,0,
196.667,0,
196.708,0,
196.75,0,
196.792,0,
196.833,0,
196.875,0,
196.917,0,
196.958,0,
197,0,
197.042,0,
197.083,0,
197.125,0,
197.167,0,
197.208,0,
197.25,0,
197.292,0,
197.333,0,
197.375,0,
197.417,0,
197.458,0,
197.5,0,
197.542,0,
197.583,0,
197.625,0,
197.667,0,
197.708,0,
197.75,0,
197.792,0,
197.833,0,
197.875,0,
197.917,0,
197.958,0,
198,0,
198.042,0,
198.083,0,
198.125,0,
198.167,0,
198.208,0,
198.25,0,
198.292,0,
198.333,0,
198.375,0,
198.417,0,
198.458,0,
198.5,0,
198.542,0,
198.583,0,
198.625,0,
198.667,0,
198.708,0,
198.75,0,
198.792,0,
198.833,0,
198.875,0,
198.917,0,
198.958,0,
199,0,
199.042,0,
199.083,0,
199.125,0,
199.167,0,
199.208,0,
199.25,0,
199.292,0,
199.333,0,
199.375,0,
199.417,0,
199.458,0,
199.5,0,
199.542,0,
199.583,0,
199.625,0,
199.667,0,
199.708,0,
199.75,0,
199.792,0,
199.833,0,
199.875,0,
199.917,0,
199.958,0,
200,0,
200.042,0,
200.083,0,
200.125,0,
200.167,0,
200.208,0,
200.25,0,
200.292,0,
200.333,0,
200.375,0,
200.417,0,
200.458,0,
200.5,0,
200.542,0,
200.583,0,
200.625,0,
200.667,0,
200.708,0,
200.75,0,
200.792,0,
200.833,0,
200.875,0,
200.917,0,
200.958,0,
201,0,
201.042,0,
201.083,0,
201.125,0,
201.167,0,
201.208,0,
201.25,0,
201.292,0,
201.333,0,
201.375,0,
201.417,0,
201.458,0,
201.5,0,
201.542,0,
201.583,11.6,
201.625,0,
201.667,0,
201.708,0,
201.75,0,
201.792,0,
201.833,0,
201.875,0,
201.917,0,
201.958,0,
202,0,
202.042,0,
202.083,0,
202.125,0,
202.167,0,
202.208,0,
202.25,0,
202.292,0,
202.333,0,
202.375,0,
202.417,0,
202.458,0,
202.5,0,
202.542,0,
202.583,0,
202.625,0,
202.667,0,
202.708,0,
202.75,0,
202.792,0,
202.833,0,
202.875,0,
202.917,0,
202.958,0,
203,0,
203.042,0,
203.083,0,
203.125,0,
203.167,0,
203.208,0,
203.25,0,
203.292,0,
203.333,0,
203.375,0,
203.417,0,
203.458,0,
203.5,0,
203.542,0,
203.583,0,
203.625,0,
203.667,0,
203.708,0,
203.75,0,
203.792,0,
203.833,0,
203.875,0,
203.917,0,
203.958,0,
204,0,
204.042,0,
204.083,0,
204.125,0,
204.167,0,
204.208,0,
204.25,0,
204.292,0,
204.333,0,
204.375,0,
204.417,0,
204.458,0,
204.5,0,
204.542,0,
204.583,0,
204.625,0,
204.667,0,
204.708,0,
204.75,0,
204.792,0,
204.833,0,
204.875,0,
204.917,0,
204.958,0,
205,0,
205.042,0,
205.083,0,
205.125,0,
205.167,0,
205.208,0,
205.25,0,
205.292,0,
205.333,0,
205.375,0,
205.417,0,
205.458,0,
205.5,0,
205.542,0,
205.583,0,
205.625,0,
205.667,0,
205.708,0,
205.75,0,
205.792,0,
205.833,0,
205.875,0,
205.917,0,
205.958,0,
206,0,
206.042,0,
206.083,0,
206.125,0,
206.167,0,
206.208,0,
206.25,0,
206.292,0,
206.333,0,
206.375,0,
206.417,0,
206.458,0,
206.5,0,
206.542,0,
206.583,0,
206.625,0,
206.667,0,
206.708,0,
206.75,0,
206.792,0,
206.833,0,
206.875,0,
206.917,0,
206.958,0,
207,0,
207.042,0,
207.083,0,
207.125,0,
207.167,0,
207.208,0,
207.25,0,
207.292,0,
207.333,0,
207.375,0,
207.417,0,
207.458,112.7,
207.5,78.4,
207.542,39.2,
207.583,39.2,
207.625,39.2,
207.667,39.2,
207.708,39.2,
207.75,44.1,
207.792,39.2,
207.833,39.2,
207.875,39.2,
207.917,34.3,
207.958,0,
208,0,
208.042,0,
208.083,0,
208.125,0,
208.167,0,
208.208,0,
208.25,0,
208.292,0,
208.333,4.1,
208.375,37,
208.417,37,
208.458,61.7,
208.5,359.8,
208.542,366,
208.583,135.7,
208.625,43.2,
208.667,43.2,
208.708,41.1,
208.75,43.2,
208.792,43.2,
208.833,43.2,
208.875,41.1,
208.917,43.2,
208.958,39.1,
209,0,
209.042,0,
209.083,0,
209.125,0,
209.167,0,
209.208,0,
209.25,0,
209.292,0,
209.333,0,
209.375,25.6,
209.417,0,
209.458,0,
209.5,0,
209.542,0,
209.583,48,
209.625,73.6,
209.667,73.6,
209.708,73.6,
209.75,76.8,
209.792,73.6,
209.833,70.4,
209.875,0,
209.917,0,
209.958,0,
210,0,
210.042,0,
210.083,0,
210.125,0,
210.167,0,
210.208,0,
210.25,0,
210.292,0,
210.333,0,
210.375,0,
210.417,0,
210.458,0,
210.5,0,
210.542,0,
210.583,63.3,
210.625,76,
210.667,82.3,
210.708,76,
210.75,72.8,
210.792,66.5,
210.833,79.2,
210.875,22.2,
210.917,0,
210.958,0,
211,0,
211.042,0,
211.083,0,
211.125,0,
211.167,0,
211.208,0,
211.25,0,
211.292,0,
211.333,0,
211.375,0,
211.417,0,
211.458,0,
211.5,0,
211.542,0,
211.583,0,
211.625,0,
211.667,0,
211.708,0,
211.75,0,
211.792,0,
211.833,0,
211.875,0,
211.917,0,
211.958,0,
212,0,
212.042,0,
212.083,0,
212.125,0,
212.167,0,
212.208,0,
212.25,0,
212.292,0,
212.333,0,
212.375,0,
212.417,0,
212.458,0,
212.5,0,
212.542,0,
212.583,0,
212.625,0,
212.667,0,
212.708,0,
212.75,0,
212.792,0,
212.833,0,
212.875,0,
212.917,0,
212.958,0,
213,0,
213.042,0,
213.083,0,
213.125,0,
213.167,0,
213.208,0,
213.25,0,
213.292,0,
213.333,0,
213.375,0,
213.417,0,
213.458,0,
213.5,0,
213.542,0,
213.583,0,
213.625,0,
213.667,0,
213.708,0,
213.75,0,
213.792,0,
213.833,0,
213.875,0,
213.917,0,
213.958,0,
214,0,
214.042,0,
214.083,0,
214.125,0,
214.167,0,
214.208,0,
214.25,0,
214.292,0,
214.333,0,
214.375,0,
214.417,0,
214.458,0,
214.5,0,
214.542,0,
214.583,0,
214.625,0,
214.667,0,
214.708,0,
214.75,0,
214.792,0,
214.833,0,
214.875,0,
214.917,0,
214.958,0,
215,0,
215.042,0,
215.083,0,
215.125,0,
215.167,0,
215.208,0,
215.25,0,
215.292,0,
215.333,0,
215.375,0,
215.417,0,
215.458,0,
215.5,0,
215.542,0,
215.583,0,
215.625,0,
215.667,0,
215.708,0,
215.75,0,
215.792,0,
215.833,0,
215.875,0,
215.917,0,
215.958,0,
216,0,
216.042,0,
216.083,0,
216.125,0,
216.167,0,
216.208,0,
216.25,0,
216.292,0,
216.333,0,
216.375,0,
216.417,0,
216.458,0,
216.5,0,
216.542,0,
216.583,0,
216.625,0,
216.667,0,
216.708,0,
216.75,0,
216.792,0,
216.833,0,
216.875,0,
216.917,0,
216.958,0,
217,0,
217.042,0,
217.083,0,
217.125,0,
217.167,0,
217.208,0,
217.25,0,
217.292,0,
217.333,0,
217.375,0,
217.417,0,
217.458,0,
217.5,0,
217.542,0,
217.583,0,
217.625,0,
217.667,0,
217.708,0,
217.75,0,
217.792,0,
217.833,0,
217.875,0,
217.917,0,
217.958,0,
218,0,
218.042,0,
218.083,0,
218.125,0,
218.167,0,
218.208,0,
218.25,0,
218.292,0,
218.333,0,
218.375,0,
218.417,0,
218.458,0,
218.5,0,
218.542,0,
218.583,0,
218.625,0,
218.667,0,
218.708,0,
218.75,0,
218.792,0,
218.833,0,
218.875,0,
218.917,0,
218.958,0,
219,0,
219.042,0,
219.083,0,
219.125,0,
219.167,0,
219.208,0,
219.25,0,
219.292,0,
219.333,0,
219.375,0,
219.417,0,
219.458,0,
219.5,0,
219.542,0,
219.583,0,
219.625,0,
219.667,0,
219.708,0,
219.75,0,
219.792,0,
219.833,0,
219.875,0,
219.917,0,
219.958,0,
220,0,
220.042,0,
220.083,0,
220.125,0,
220.167,0,
220.208,0,
220.25,0,
220.292,0,
220.333,0,
220.375,0,
220.417,0,
220.458,0,
220.5,0,
220.542,0,
220.583,0,
220.625,0,
220.667,0,
220.708,0,
220.75,0,
220.792,0,
220.833,0,
220.875,0,
220.917,0,
220.958,0,
221,0,
221.042,0,
221.083,0,
221.125,0,
221.167,0,
221.208,0,
221.25,0,
221.292,0,
221.333,0,
221.375,0,
221.417,0,
221.458,0,
221.5,0,
221.542,0,
221.583,0,
221.625,0,
221.667,0,
221.708,0,
221.75,0,
221.792,0,
221.833,0,
221.875,0,
221.917,0,
221.958,0,
222,0,
222.042,0,
222.083,0,
222.125,0,
222.167,0,
222.208,0,
222.25,0,
222.292,0,
222.333,0,
222.375,0,
222.417,0,
222.458,0,
222.5,0,
222.542,0,
222.583,0,
222.625,0,
222.667,0,
222.708,0,
222.75,0,
222.792,0,
222.833,0,
222.875,0,
222.917,0,
222.958,0,
223,0,
223.042,0,
223.083,0,
223.125,0,
223.167,0,
223.208,0,
223.25,0,
223.292,0,
223.333,0,
223.375,0,
223.417,0,
223.458,0,
223.5,0,
223.542,0,
223.583,0,
223.625,0,
223.667,0,
223.708,0,
223.75,0,
223.792,0,
223.833,0,
223.875,0,
223.917,0,
223.958,0,
224,0,
224.042,0,
224.083,0,
224.125,0,
224.167,0,
224.208,0,
224.25,0,
224.292,0,
224.333,0,
224.375,0,
224.417,0,
224.458,0,
224.5,0,
224.542,0,
224.583,0,
224.625,0,
224.667,0,
224.708,0,
224.75,0,
224.792,0,
224.833,0,
224.875,0,
224.917,0,
224.958,0,
225,0,
225.042,0,
225.083,0,
225.125,0,
225.167,0,
225.208,0,
225.25,0,
225.292,0,
225.333,0,
225.375,0,
225.417,0,
225.458,0,
225.5,0,
225.542,0,
225.583,0,
225.625,0,
225.667,0,
225.708,0,
225.75,0,
225.792,0,
225.833,0,
225.875,0,
225.917,0,
225.958,0,
226,0,
226.042,0,
226.083,0,
226.125,0,
226.167,0,
226.208,0,
226.25,0,
226.292,0,
226.333,0,
226.375,0,
226.417,0,
226.458,0,
226.5,0,
226.542,0,
226.583,0,
226.625,0,
226.667,0,
226.708,0,
226.75,0,
226.792,0,
226.833,0,
226.875,0,
226.917,0,
226.958,0,
227,0,
227.042,0,
227.083,0,
227.125,0,
227.167,0,
227.208,0,
227.25,0,
227.292,0,
227.333,0,
227.375,0,
227.417,0,
227.458,0,
227.5,0,
227.542,0,
227.583,0,
227.625,0,
227.667,0,
227.708,0,
227.75,0,
227.792,0,
227.833,0,
227.875,0,
227.917,0,
227.958,0,
228,0,
228.042,0,
228.083,0,
228.125,0,
228.167,0,
228.208,0,
228.25,0,
228.292,0,
228.333,0,
228.375,0,
228.417,0,
228.458,0,
228.5,0,
228.542,0,
228.583,0,
228.625,0,
228.667,0,
228.708,0,
228.75,0,
228.792,0,
228.833,0,
228.875,0,
228.917,0,
228.958,0,
229,0,
229.042,0,
229.083,0,
229.125,0,
229.167,0,
229.208,0,
229.25,0,
229.292,0,
229.333,0,
229.375,0,
229.417,0,
229.458,0,
229.5,0,
229.542,0,
229.583,0,
229.625,0,
229.667,0,
229.708,0,
229.75,0,
229.792,0,
229.833,0,
229.875,0,
229.917,0,
229.958,0,
230,0,
230.042,0,
230.083,0,
230.125,0,
230.167,0,
230.208,0,
230.25,0,
230.292,0,
230.333,0,
230.375,0,
230.417,0,
230.458,0,
230.5,0,
230.542,0,
230.583,0,
230.625,0,
230.667,0,
230.708,0,
230.75,0,
230.792,0,
230.833,0,
230.875,0,
230.917,0,
230.958,0,
231,0,
231.042,0,
231.083,0,
231.125,0,
231.167,0,
231.208,0,
231.25,0,
231.292,0,
231.333,0,
231.375,0,
231.417,0,
231.458,0,
231.5,0,
231.542,0,
231.583,0,
231.625,0,
231.667,0,
231.708,0,
231.75,0,
231.792,0,
231.833,0,
231.875,0,
231.917,0,
231.958,0,
232,0,
232.042,0,
232.083,0,
232.125,0,
232.167,0,
232.208,0,
232.25,0,
232.292,0,
232.333,0,
232.375,0,
232.417,0,
232.458,0,
232.5,0,
232.542,0,
232.583,0,
232.625,0,
232.667,0,
232.708,0,
232.75,0,
232.792,0,
232.833,0,
232.875,0,
232.917,0,
232.958,0,
233,0,
233.042,0,
233.083,0,
233.125,0,
233.167,0,
233.208,0,
233.25,0,
233.292,0,
233.333,0,
233.375,0,
233.417,0,
233.458,0,
233.5,0,
233.542,0,
233.583,0,
233.625,0,
233.667,0,
233.708,0,
233.75,0,
233.792,0,
233.833,0,
233.875,0,
233.917,0,
233.958,0,
234,0,
234.042,0,
234.083,0,
234.125,0,
234.167,0,
234.208,0,
234.25,0,
234.292,0,
234.333,0,
234.375,0,
234.417,0,
234.458,0,
234.5,0,
234.542,0,
234.583,0,
234.625,0,
234.667,0,
234.708,0,
234.75,0,
234.792,0,
234.833,0,
234.875,0,
234.917,0,
234.958,0,
235,0,
235.042,0,
235.083,0,
235.125,0,
235.167,0,
235.208,0,
235.25,0,
235.292,0,
235.333,0,
235.375,0,
235.417,0,
235.458,0,
235.5,0,
235.542,0,
235.583,0,
235.625,0,
235.667,0,
235.708,0,
235.75,0,
235.792,0,
235.833,0,
235.875,0,
235.917,0,
235.958,0,
236,0,
236.042,0,
236.083,0,
236.125,0,
236.167,0,
236.208,0,
236.25,0,
236.292,0,
236.333,0,
236.375,0,
236.417,0,
236.458,0,
236.5,0,
236.542,0,
236.583,0,
236.625,0,
236.667,0,
236.708,0,
236.75,0,
236.792,0,
236.833,0,
236.875,0,
236.917,0,
236.958,0,
237,0,
237.042,0,
237.083,0,
237.125,0,
237.167,0,
237.208,0,
237.25,0,
237.292,0,
237.333,0,
237.375,0,
237.417,0,
237.458,0,
237.5,0,
237.542,0,
237.583,0,
237.625,0,
237.667,0,
237.708,0,
237.75,0,
237.792,0,
237.833,0,
237.875,0,
237.917,0,
237.958,0,
238,0,
238.042,0,
238.083,0,
238.125,0,
238.167,0,
238.208,0,
238.25,0,
238.292,0,
238.333,0,
238.375,0,
238.417,0,
238.458,0,
238.5,0,
238.542,0,
238.583,0,
238.625,0,
238.667,0,
238.708,0,
238.75,0,
238.792,0,
238.833,0,
238.875,0,
238.917,0,
238.958,0,
239,0,
239.042,0,
239.083,0,
239.125,0,
239.167,0,
239.208,0,
239.25,0,
239.292,0,
239.333,0,
239.375,0,
239.417,0,
239.458,0,
239.5,0,
239.542,0,
239.583,0,
239.625,0,
239.667,0,
239.708,0,
239.75,0,
239.792,0,
239.833,0,
239.875,0,
239.917,0,
239.958,0,
240,0,
240.042,0,
240.083,0,
240.125,0,
240.167,0,
240.208,0,
240.25,0,
240.292,0,
240.333,0,
240.375,0,
240.417,0,
240.458,0,
240.5,0,
240.542,0,
240.583,0,
240.625,0,
240.667,0,
240.708,0,
240.75,0,
240.792,0,
240.833,0,
240.875,0,
240.917,0,
240.958,0,
241,0,
241.042,0,
241.083,0,
241.125,0,
241.167,0,
241.208,0,
241.25,0,
241.292,0,
241.333,0,
241.375,0,
241.417,0,
241.458,0,
241.5,0,
241.542,0,
241.583,0,
241.625,0,
241.667,0,
241.708,0,
241.75,0,
241.792,0,
241.833,0,
241.875,0,
241.917,0,
241.958,0,
242,0,
242.042,0,
242.083,0,
242.125,0,
242.167,0,
242.208,0,
242.25,0,
242.292,0,
242.333,0,
242.375,0,
242.417,0,
242.458,0,
242.5,0,
242.542,0,
242.583,0,
242.625,0,
242.667,0,
242.708,0,
242.75,0,
242.792,0,
242.833,0,
242.875,0,
242.917,0,
242.958,0,
243,0,
243.042,0,
243.083,0,
243.125,0,
243.167,0,
243.208,0,
243.25,0,
243.292,0,
243.333,0,
243.375,0,
243.417,0,
243.458,0,
243.5,0,
243.542,0,
243.583,0,
243.625,0,
243.667,0,
243.708,0,
243.75,0,
243.792,0,
243.833,0,
243.875,0,
243.917,0,
243.958,0,
244,0,
244.042,0,
244.083,0,
244.125,0,
244.167,0,
244.208,0,
244.25,0,
244.292,0,
244.333,0,
244.375,0,
244.417,0,
244.458,0,
244.5,0,
244.542,0,
244.583,0,
244.625,0,
244.667,0,
244.708,0,
244.75,0,
244.792,0,
244.833,0,
244.875,0,
244.917,0,
244.958,0,
245,0,
245.042,0,
245.083,0,
245.125,0,
245.167,0,
245.208,0,
245.25,0,
245.292,0,
245.333,0,
245.375,0,
245.417,0,
245.458,0,
245.5,0,
245.542,0,
245.583,0,
245.625,0,
245.667,0,
245.708,0,
245.75,0,
245.792,0,
245.833,0,
245.875,0,
245.917,0,
245.958,0,
246,0,
246.042,0,
246.083,0,
246.125,0,
246.167,0,
246.208,0,
246.25,0,
246.292,0,
246.333,0,
246.375,0,
246.417,0,
246.458,0,
246.5,0,
246.542,0,
246.583,0,
246.625,0,
246.667,0,
246.708,0,
246.75,0,
246.792,0,
246.833,0,
246.875,0,
246.917,0,
246.958,0,
247,0,
247.042,0,
247.083,0,
247.125,0,
247.167,0,
247.208,0,
247.25,0,
